original_index,positive_sentences,integrated_sentences,doi
59/267,Band structure of Ag3AuSe2 with lattice parameter 2% smaller than the original.,"To compute the optical conductivity and asses the absorption of the material due to Page 5 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 6 0.1 -0.1  2fold 4fold 1 1 Figure 3. Band structure of Ag3AuSe2 with lattice parameter 2% smaller than the original.",129/10.1088/2515-7639/ab3ea2
60/267,Inset: the narrow gap at Γ lies between a twofold fermion (Weyl fermion) and a fourfold-fermion.,Band structure of Ag3AuSe2 with lattice parameter 2% smaller than the original. Inset: the narrow gap at Γ lies between a twofold fermion (Weyl fermion) and a fourfold-fermion.,129/10.1088/2515-7639/ab3ea2
61/267,"The interband transition across the gap is the relevant to our optical conductivity, and is shown schematically with a vertical arrow.","Inset: the narrow gap at Γ lies between a twofold fermion (Weyl fermion) and a fourfold-fermion. The interband transition across the gap is the relevant to our optical conductivity, and is shown schematically with a vertical arrow.",129/10.1088/2515-7639/ab3ea2
62/267,"Each horizontal tick corresponds to 10 meV. transitions across the gap we aim to construct the lowest order model that describes optical transitions across the minimal gap, which occurs at the Γ point.","The interband transition across the gap is the relevant to our optical conductivity, and is shown schematically with a vertical arrow. Each horizontal tick corresponds to 10 meV. transitions across the gap we aim to construct the lowest order model that describes optical transitions across the minimal gap, which occurs at the Γ point.",129/10.1088/2515-7639/ab3ea2
63/267,"We focus on the ﬁrst four valence bands below the Fermi level, forming a 4 dimensional energy crossing topologically protected by symmetry (fourfold fermion), and the ﬁrst two conduction bands above the Fermi level, described by a two-dimensional crossing also topologically protected by symmetry (twofold fermion)[13], as shown in the inset of Fig. 3.","Each horizontal tick corresponds to 10 meV. transitions across the gap we aim to construct the lowest order model that describes optical transitions across the minimal gap, which occurs at the Γ point. We focus on the ﬁrst four valence bands below the Fermi level, forming a 4 dimensional energy crossing topologically protected by symmetry (fourfold fermion), and the ﬁrst two conduction bands above the Fermi level, described by a two-dimensional crossing also topologically protected by symmetry (twofold fermion)[13], as shown in the inset of Fig. 3.",129/10.1088/2515-7639/ab3ea2
68/267,"The twofold band crossing is composed of two quadratic bands, and thus we consider second order terms in the momentum.","Given the representation expansion of the momentum in Eq. 3, we can form invariants from the combination of bilinears that transform under those same representations. The twofold band crossing is composed of two quadratic bands, and thus we consider second order terms in the momentum.",129/10.1088/2515-7639/ab3ea2
69/267,For the fourfold band crossing and the coupling terms between the fourfold and twofold sub-spaces linear order in ⃗k will suﬃce.,"The twofold band crossing is composed of two quadratic bands, and thus we consider second order terms in the momentum. For the fourfold band crossing and the coupling terms between the fourfold and twofold sub-spaces linear order in ⃗k will suﬃce.",129/10.1088/2515-7639/ab3ea2
76/267,Eﬀective Hamiltonian for valence bands For the fourfold band crossing a basis of 4 × 4 Hermitian matrices is required.,"Thus, the eﬀective Hamiltonian reads H2band = α|⃗k|2σ0 + vF⃗k · ⃗σ =  α|⃗k|2 + vF kz vF (kx −iky) vF (kx + iky) α|⃗k|2 −vF kz  , (5) where α and vF are the coeﬃcients that will be ﬁtted to our ab-initio results. 3.3. Eﬀective Hamiltonian for valence bands For the fourfold band crossing a basis of 4 × 4 Hermitian matrices is required.",129/10.1088/2515-7639/ab3ea2
78/267,Coupling Hamiltonian So far we have computed the eﬀective Hamiltonians for the twofold band and fourfold band crossings.,"Since there are only two sets of matrices that transform under the T1 representation ( ⃗λ1 and ⃗λ2), there are only two linear terms in momentum allowed in the Hamiltonian H4band = v1 F⃗k · ⃗λ1 + v2 F⃗k · ⃗λ2 (6) = ⎛ ⎜ ⎜ ⎜ ⎝ kzv1 F (kx −iky)v1 F  e−11iπ 12 kx + e−iπ 12 ky 	 v2 F e−3iπ 4 kzv2 F (kx + iky)v1 F −kzv1 F e 3iπ 4 kzv2 F  e 7iπ 12 kx + e 5iπ 12 ky 	 v2 F  e 11iπ 12 kx + e iπ 12 ky 	 v2 F e−3iπ 4 kzv2 F −kzv1 F (ky −ikx)v1 F e 3iπ 4 kzv2 F  e−7iπ 12 kx + e−5iπ 12 ky 	 v2 F (ikx + ky)v1 F kzv1 F ⎞ ⎟ ⎟ ⎟ ⎠. 3.4. Coupling Hamiltonian So far we have computed the eﬀective Hamiltonians for the twofold band and fourfold band crossings.",129/10.1088/2515-7639/ab3ea2
79/267,"Since these two Hilbert subspaces are orthogonal to each other, the matrix elements of the interband current operator, relevant to compute the optical conductivity, will vanish.","Coupling Hamiltonian So far we have computed the eﬀective Hamiltonians for the twofold band and fourfold band crossings. Since these two Hilbert subspaces are orthogonal to each other, the matrix elements of the interband current operator, relevant to compute the optical conductivity, will vanish.",129/10.1088/2515-7639/ab3ea2
80/267,To describe transitions accross the gap that connect the fourfold and twofold bands we have to add symmetry allowed terms that mix these two subspaces.,"Since these two Hilbert subspaces are orthogonal to each other, the matrix elements of the interband current operator, relevant to compute the optical conductivity, will vanish. To describe transitions accross the gap that connect the fourfold and twofold bands we have to add symmetry allowed terms that mix these two subspaces.",129/10.1088/2515-7639/ab3ea2
82/267,"Low energy Hamiltonian and parameters Combining the above results the full eﬀective Hamiltonian reads H(⃗k) =   H2band + Δ12×2 Hcp H† cp H4band −Δ14×4  , (8) where we have added the parameter Δ that sets the gap between the twofold and fourfold crossings to be 2Δ. We obtained the values of the parameters in the Hamiltonian Eq. (8) by ﬁtting ab-initio bands for three diﬀerent choices of lattice parameters.","There is only one allowed term at ﬁrst order in momentum, which reads Hcp = δ  −kx e iπ 3 ky + e−5iπ 6 kz −e 5iπ 12 ky −e 7iπ 12 kz e iπ 4 kx e iπ 3 ky −e−5iπ 6 kz kx −ie iπ 4 kx ie 5iπ 12 ky −ie 7iπ 12 kz  . (7) 3.5. Low energy Hamiltonian and parameters Combining the above results the full eﬀective Hamiltonian reads H(⃗k) =   H2band + Δ12×2 Hcp H† cp H4band −Δ14×4  , (8) where we have added the parameter Δ that sets the gap between the twofold and fourfold crossings to be 2Δ. We obtained the values of the parameters in the Hamiltonian Eq. (8) by ﬁtting ab-initio bands for three diﬀerent choices of lattice parameters.",129/10.1088/2515-7639/ab3ea2
88/267,"4. Optical conductivity In this section we compute and discuss the interband optical conductivity of the six- band k · p Hamiltonian describing the band structure of Ag3AuSe2 near the Γ point for three diﬀerent hydrostatic pressures: 1%, 2%, and 3% compression of the lattice parameter.","The units are expressed in terms of ¯h = c = 1 with ⃗k in units of 2π/a, where a = pa0, a0 is the unperturbed lattice constant and p = 0.99, 0.98, 0.97 for 1%, 2%, 3% hydrostatic pressure respectively. 4. Optical conductivity In this section we compute and discuss the interband optical conductivity of the six- band k · p Hamiltonian describing the band structure of Ag3AuSe2 near the Γ point for three diﬀerent hydrostatic pressures: 1%, 2%, and 3% compression of the lattice parameter.",129/10.1088/2515-7639/ab3ea2
89/267,"In all three cases, the band structure exhibits a fourfold node below the Fermi level and a Weyl node above it, separated by a gap whose size will depend on the pressure.","4. Optical conductivity In this section we compute and discuss the interband optical conductivity of the six- band k · p Hamiltonian describing the band structure of Ag3AuSe2 near the Γ point for three diﬀerent hydrostatic pressures: 1%, 2%, and 3% compression of the lattice parameter. In all three cases, the band structure exhibits a fourfold node below the Fermi level and a Weyl node above it, separated by a gap whose size will depend on the pressure.",129/10.1088/2515-7639/ab3ea2
90/267,"The interband contribution to the conductivity tensor σμν, where μ, ν = x, y, z, can be calculated using standard linear response theory as the real part of [33] σμν(ω) = ie2 ωV  m̸=n ⟨n| jμ |m⟩⟨m| jν |n⟩ ϵn −ϵm + ¯hω + iδ (nF (ϵn) −nF (ϵm)) , (9) where jμ = 1 ¯h∂kμH is the current operator deﬁned by the Hamiltonian, e is the charge of the electron, V is the volume, |n⟩and En are an eigenstate and the corresponding eigenvalue of the Hamiltonian, respectively, δ is an inﬁnitesimal broadening; ϵn = En−μ, where μ is the chemical potential and nF is the Fermi function, which depends on ϵn, μ, and the inverse temperature β = 1/kBT in units of the Boltzmann constant kB. 4.1.","In all three cases, the band structure exhibits a fourfold node below the Fermi level and a Weyl node above it, separated by a gap whose size will depend on the pressure. The interband contribution to the conductivity tensor σμν, where μ, ν = x, y, z, can be calculated using standard linear response theory as the real part of [33] σμν(ω) = ie2 ωV  m̸=n ⟨n| jμ |m⟩⟨m| jν |n⟩ ϵn −ϵm + ¯hω + iδ (nF (ϵn) −nF (ϵm)) , (9) where jμ = 1 ¯h∂kμH is the current operator deﬁned by the Hamiltonian, e is the charge of the electron, V is the volume, |n⟩and En are an eigenstate and the corresponding eigenvalue of the Hamiltonian, respectively, δ is an inﬁnitesimal broadening; ϵn = En−μ, where μ is the chemical potential and nF is the Fermi function, which depends on ϵn, μ, and the inverse temperature β = 1/kBT in units of the Boltzmann constant kB. 4.1.",129/10.1088/2515-7639/ab3ea2
91/267,"Optical conductivity and relevant transitions for a given lattice parameter As discussed in the previous section, for the three values of compression 1%, 2%, and 3%, the bands are separated into a set of four bands, which we refer to as valence bands, that deﬁne the fourfold fermion below the chemical potential, and a set of two bands, which we refer to as the conduction bands, that deﬁne the Weyl fermion above the chemical potential.","The interband contribution to the conductivity tensor σμν, where μ, ν = x, y, z, can be calculated using standard linear response theory as the real part of [33] σμν(ω) = ie2 ωV  m̸=n ⟨n| jμ |m⟩⟨m| jν |n⟩ ϵn −ϵm + ¯hω + iδ (nF (ϵn) −nF (ϵm)) , (9) where jμ = 1 ¯h∂kμH is the current operator deﬁned by the Hamiltonian, e is the charge of the electron, V is the volume, |n⟩and En are an eigenstate and the corresponding eigenvalue of the Hamiltonian, respectively, δ is an inﬁnitesimal broadening; ϵn = En−μ, where μ is the chemical potential and nF is the Fermi function, which depends on ϵn, μ, and the inverse temperature β = 1/kBT in units of the Boltzmann constant kB. 4.1. Optical conductivity and relevant transitions for a given lattice parameter As discussed in the previous section, for the three values of compression 1%, 2%, and 3%, the bands are separated into a set of four bands, which we refer to as valence bands, that deﬁne the fourfold fermion below the chemical potential, and a set of two bands, which we refer to as the conduction bands, that deﬁne the Weyl fermion above the chemical potential.",129/10.1088/2515-7639/ab3ea2
92/267,"Note that while in in the full ab-initio bands there exists a full gap between the two sets of bands (see e.g. Fig. 3), in the low energy model the gap is not fully open.","Optical conductivity and relevant transitions for a given lattice parameter As discussed in the previous section, for the three values of compression 1%, 2%, and 3%, the bands are separated into a set of four bands, which we refer to as valence bands, that deﬁne the fourfold fermion below the chemical potential, and a set of two bands, which we refer to as the conduction bands, that deﬁne the Weyl fermion above the chemical potential. Note that while in in the full ab-initio bands there exists a full gap between the two sets of bands (see e.g. Fig. 3), in the low energy model the gap is not fully open.",129/10.1088/2515-7639/ab3ea2
94/267,"The band structure of the resulting k · p Hamiltonian is shown in Fig. 4 (a) and (b) with two diﬀerent scales for better readability, together with the relevant activation frequencies.","To understand the relevant optical transitions and their contribution to the optical conductivity we ﬁrst ﬁx the lattice constant to a compression of 1% by choosing the corresponding set of parameters (see Table 1). The band structure of the resulting k · p Hamiltonian is shown in Fig. 4 (a) and (b) with two diﬀerent scales for better readability, together with the relevant activation frequencies.",129/10.1088/2515-7639/ab3ea2
95/267,"The energies involved in the transitions between the fourfold fermion and the Weyl fermion are smaller than in the other two cases, which allows us to study the behavior of the optical conductivity with all possible activation frequencies in a smaller energy range.","The band structure of the resulting k · p Hamiltonian is shown in Fig. 4 (a) and (b) with two diﬀerent scales for better readability, together with the relevant activation frequencies. The energies involved in the transitions between the fourfold fermion and the Weyl fermion are smaller than in the other two cases, which allows us to study the behavior of the optical conductivity with all possible activation frequencies in a smaller energy range.",129/10.1088/2515-7639/ab3ea2
96/267,"Page 8 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 9 −0.10 −0.05 0.00 0.05 0.10 [100] ← k → [111] 0 50 100 150 200 250 E/meV Band 3 Band 4 Band 5 Band 6 ω9 ω10 ω11 ω12 (b) −0.2 0.0 0.2 [100] ← k → [111] −50 0 50 100 150 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 ω8 ω7 ω1 ω2 ω3 ω4 ω5 ω6 (a) 0 50 100 150 ¯hω/meV 0 200 400 600 σxx(10−4e2/h) Band 2 →Band 3 Band 3 →Band 4 Total (d) d) 0 50 100 150 ¯hω/meV 0 1 2 3 4 5 σxx(10−4e2/h) Total Fourfold →Band 5 Fourfold →Band 6 (c) c) Figure 4.","The energies involved in the transitions between the fourfold fermion and the Weyl fermion are smaller than in the other two cases, which allows us to study the behavior of the optical conductivity with all possible activation frequencies in a smaller energy range. Page 8 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 9 −0.10 −0.05 0.00 0.05 0.10 [100] ← k → [111] 0 50 100 150 200 250 E/meV Band 3 Band 4 Band 5 Band 6 ω9 ω10 ω11 ω12 (b) −0.2 0.0 0.2 [100] ← k → [111] −50 0 50 100 150 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 ω8 ω7 ω1 ω2 ω3 ω4 ω5 ω6 (a) 0 50 100 150 ¯hω/meV 0 200 400 600 σxx(10−4e2/h) Band 2 →Band 3 Band 3 →Band 4 Total (d) d) 0 50 100 150 ¯hω/meV 0 1 2 3 4 5 σxx(10−4e2/h) Total Fourfold →Band 5 Fourfold →Band 6 (c) c) Figure 4.",129/10.1088/2515-7639/ab3ea2
97/267,Optical conductivity of the low energy k · p model of Ag3AuSe2 under 1% hydrostatic pressure.,"Page 8 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 9 −0.10 −0.05 0.00 0.05 0.10 [100] ← k → [111] 0 50 100 150 200 250 E/meV Band 3 Band 4 Band 5 Band 6 ω9 ω10 ω11 ω12 (b) −0.2 0.0 0.2 [100] ← k → [111] −50 0 50 100 150 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 ω8 ω7 ω1 ω2 ω3 ω4 ω5 ω6 (a) 0 50 100 150 ¯hω/meV 0 200 400 600 σxx(10−4e2/h) Band 2 →Band 3 Band 3 →Band 4 Total (d) d) 0 50 100 150 ¯hω/meV 0 1 2 3 4 5 σxx(10−4e2/h) Total Fourfold →Band 5 Fourfold →Band 6 (c) c) Figure 4. Optical conductivity of the low energy k · p model of Ag3AuSe2 under 1% hydrostatic pressure.",129/10.1088/2515-7639/ab3ea2
98/267,"(a) and (b) show the same band structure within two diﬀerent energy windows, together with the relevant frequencies for optical transitions (colored vertical arrows) and the chemical potential (blue horizontal line).","Optical conductivity of the low energy k · p model of Ag3AuSe2 under 1% hydrostatic pressure. (a) and (b) show the same band structure within two diﬀerent energy windows, together with the relevant frequencies for optical transitions (colored vertical arrows) and the chemical potential (blue horizontal line).",129/10.1088/2515-7639/ab3ea2
100/267,"Figures (c) and (d) show the optical conductivity corresponding to valence to conduction band transitions (c) and interband transitions between the valence bands (d), with β = 1/kBT = 2 × 103.","The bands are labelled with numbers from 1 to 6 from bottom (orange band) to top (pink band). Figures (c) and (d) show the optical conductivity corresponding to valence to conduction band transitions (c) and interband transitions between the valence bands (d), with β = 1/kBT = 2 × 103.",129/10.1088/2515-7639/ab3ea2
101/267,"The transitions between the six bands can be divided in two groups: the ones that only concern transitions between the valence bands, with activation frequencies ωi with i ∈[3, 8], and those corresponding to transitions connecting the valence and the conduction bands, with activation frequencies ωi with i = 1, 2 and i ∈[9, 12].","Figures (c) and (d) show the optical conductivity corresponding to valence to conduction band transitions (c) and interband transitions between the valence bands (d), with β = 1/kBT = 2 × 103. The transitions between the six bands can be divided in two groups: the ones that only concern transitions between the valence bands, with activation frequencies ωi with i ∈[3, 8], and those corresponding to transitions connecting the valence and the conduction bands, with activation frequencies ωi with i = 1, 2 and i ∈[9, 12].",129/10.1088/2515-7639/ab3ea2
102/267,"Since in the real material the transitions between the fourfold valence bands will be Pauli blocked, we separate them from those connecting the valence and conduction bands, which are the only ones allowed in the real material.","The transitions between the six bands can be divided in two groups: the ones that only concern transitions between the valence bands, with activation frequencies ωi with i ∈[3, 8], and those corresponding to transitions connecting the valence and the conduction bands, with activation frequencies ωi with i = 1, 2 and i ∈[9, 12]. Since in the real material the transitions between the fourfold valence bands will be Pauli blocked, we separate them from those connecting the valence and conduction bands, which are the only ones allowed in the real material.",129/10.1088/2515-7639/ab3ea2
103/267,"This justiﬁes our choice of chemical potential: it is close to the Weyl node, shifting the activation frequencies between bands of the fourfold to higher frequencies.","Since in the real material the transitions between the fourfold valence bands will be Pauli blocked, we separate them from those connecting the valence and conduction bands, which are the only ones allowed in the real material. This justiﬁes our choice of chemical potential: it is close to the Weyl node, shifting the activation frequencies between bands of the fourfold to higher frequencies.",129/10.1088/2515-7639/ab3ea2
105/267,"The valence to conduction transitions are shown in Fig. 4 (c), which shows a characteristic maximum that falls oﬀas the frequency is increased.","In Fig. 4 (c) and (d) we show the optical conductivity associated to both types of transitions, with the characteristic frequencies represented by vertical lines matching the colors in Fig. 4 (a) and (b). The valence to conduction transitions are shown in Fig. 4 (c), which shows a characteristic maximum that falls oﬀas the frequency is increased.",129/10.1088/2515-7639/ab3ea2
107/267,"In both cases, the changes in the optical conductivity match well the Page 9 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 10 −2 −1 0 1 2 [100] ← k → [111] −300 −200 −100 0 100 200 300 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 (b) −2 −1 0 1 2 [100] ← k → [111] −300 −200 −100 0 100 200 300 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 (a) 0 50 100 150 200 250 300 ¯hω/meV 0 500 1000 1500 2000 σxx(10−4e2/h) 1% 2% 3% (d) (d) 0 50 100 150 200 250 300 ¯hω/meV 0 1 2 3 4 5 σxx(10−4e2/h) 1% 2% 3% (c) c) Figure 5.","On the other hand, Fig. 4 (d) shows the transitions between valence bands, which display a linear behaviour σ ∝ω characteristic of an asymmetric fourfold fermion [34]. In both cases, the changes in the optical conductivity match well the Page 9 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 10 −2 −1 0 1 2 [100] ← k → [111] −300 −200 −100 0 100 200 300 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 (b) −2 −1 0 1 2 [100] ← k → [111] −300 −200 −100 0 100 200 300 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 (a) 0 50 100 150 200 250 300 ¯hω/meV 0 500 1000 1500 2000 σxx(10−4e2/h) 1% 2% 3% (d) (d) 0 50 100 150 200 250 300 ¯hω/meV 0 1 2 3 4 5 σxx(10−4e2/h) 1% 2% 3% (c) c) Figure 5.",129/10.1088/2515-7639/ab3ea2
108/267,Optical conductivity of the low energy k·p model of Ag3AuSe2 under diﬀerent hydrostatic pressures (1 −3%).,"In both cases, the changes in the optical conductivity match well the Page 9 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 10 −2 −1 0 1 2 [100] ← k → [111] −300 −200 −100 0 100 200 300 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 (b) −2 −1 0 1 2 [100] ← k → [111] −300 −200 −100 0 100 200 300 E/meV Band 1 Band 2 Band 3 Band 4 Band 5 Band 6 (a) 0 50 100 150 200 250 300 ¯hω/meV 0 500 1000 1500 2000 σxx(10−4e2/h) 1% 2% 3% (d) (d) 0 50 100 150 200 250 300 ¯hω/meV 0 1 2 3 4 5 σxx(10−4e2/h) 1% 2% 3% (c) c) Figure 5. Optical conductivity of the low energy k·p model of Ag3AuSe2 under diﬀerent hydrostatic pressures (1 −3%).",129/10.1088/2515-7639/ab3ea2
109/267,"(a) and (b) show the band structures for 2% and 3%, respectively, with the same color coding as the bands for the 1% case in Fig. 4. (c) and (d) show the contribution to the optical conductivity arising from interband transitions between valence and conduction bands (c) and between valence bands (d), with β = 1/kBT = 2 × 103.","Optical conductivity of the low energy k·p model of Ag3AuSe2 under diﬀerent hydrostatic pressures (1 −3%). (a) and (b) show the band structures for 2% and 3%, respectively, with the same color coding as the bands for the 1% case in Fig. 4. (c) and (d) show the contribution to the optical conductivity arising from interband transitions between valence and conduction bands (c) and between valence bands (d), with β = 1/kBT = 2 × 103.",129/10.1088/2515-7639/ab3ea2
110/267,activation frequencies expected from the band structure in Fig. 4 (a) and (b).,"(a) and (b) show the band structures for 2% and 3%, respectively, with the same color coding as the bands for the 1% case in Fig. 4. (c) and (d) show the contribution to the optical conductivity arising from interband transitions between valence and conduction bands (c) and between valence bands (d), with β = 1/kBT = 2 × 103. activation frequencies expected from the band structure in Fig. 4 (a) and (b).",129/10.1088/2515-7639/ab3ea2
112/267,"Optical conductivity for diﬀerent lattice parameters As we increase the pressure to 2% (Fig. 5 (a)) and 3% (Fig. 5 (b)) the gap becomes larger, and the parameters describing both the fourfold and the Weyl fermion are modiﬁed (see Table 1).","The optical conductivity of the six-band k · p Hamiltonian applies strictly to a narrow region in momentum-energy space yet Fig. 4 is enlightening to understand what to expect from the optical conductivity of the real Ag3AuSe2 and, in the next section, its usefulness to detect light dark matter. 4.2. Optical conductivity for diﬀerent lattice parameters As we increase the pressure to 2% (Fig. 5 (a)) and 3% (Fig. 5 (b)) the gap becomes larger, and the parameters describing both the fourfold and the Weyl fermion are modiﬁed (see Table 1).",129/10.1088/2515-7639/ab3ea2
114/267,"Upon doing so, they modify the energy scales involved in the optical transitions, thus shifting the activation frequencies from valence to conduction interband transitions to higher energies with higher separation between them.","The Fermi velocity of the bands for each case, an important parameter for light dark matter detection [2], as well as the oﬀ-diagonal matrix elements connecting the fourfold and the Weyl fermions, change. Upon doing so, they modify the energy scales involved in the optical transitions, thus shifting the activation frequencies from valence to conduction interband transitions to higher energies with higher separation between them.",129/10.1088/2515-7639/ab3ea2
115/267,"This results in a slower change of slope in the optical conductivity and, as the pressure increases, the optical conductivity arising from valence to conduction interband transitions is closer to a linear behaviour σ ∝ω, Page 10 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 11 1% 2% 3% vs F 0.397 0.339 0.250 va F 0.552 0.507 0.423 vF 0.945 0.956 0.882 δ 0.896 1.409 1.640 Table 2.","Upon doing so, they modify the energy scales involved in the optical transitions, thus shifting the activation frequencies from valence to conduction interband transitions to higher energies with higher separation between them. This results in a slower change of slope in the optical conductivity and, as the pressure increases, the optical conductivity arising from valence to conduction interband transitions is closer to a linear behaviour σ ∝ω, Page 10 of 14 AUTHOR SUBMITTED MANUSCRIPT - JPMATER-100149.R1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 Accepted ManuscriptSpectral and optical properties of Ag3Au(Se2,Te2) and dark matter detection 11 1% 2% 3% vs F 0.397 0.339 0.250 va F 0.552 0.507 0.423 vF 0.945 0.956 0.882 δ 0.896 1.409 1.640 Table 2.",129/10.1088/2515-7639/ab3ea2
118/267,"Since we have placed the chemical potential close to the Weyl node, the activation frequencies of the interband transitions between the valence bands are shifted as the pressure increases proportionally to the chemical potential.","as shown in Fig. 5 (c). Since we have placed the chemical potential close to the Weyl node, the activation frequencies of the interband transitions between the valence bands are shifted as the pressure increases proportionally to the chemical potential.",129/10.1088/2515-7639/ab3ea2
120/267,5. Feasibility for light dark matter detection For a material with a linear dispersion to be a realistic candidate to detect light dark matter (meV deposition energies) it is necessary to fulﬁll the following main criteria: i) small gap (meV); ii) small Fermi velocity; iii) small photon screening at energies close to the energy deposition range; and iv) scalable material growth.,This translates into larger regions where the optical conductivity behaves linearly due to the increased separation between activation frequencies (see Fig. 5 (d)). 5. Feasibility for light dark matter detection For a material with a linear dispersion to be a realistic candidate to detect light dark matter (meV deposition energies) it is necessary to fulﬁll the following main criteria: i) small gap (meV); ii) small Fermi velocity; iii) small photon screening at energies close to the energy deposition range; and iv) scalable material growth.,129/10.1088/2515-7639/ab3ea2
123/267,"Regarding point i), if one is to detect dark matter with keV mass, it is necessary that the band gap is of the order of the deposition energy ED ∼meV. Additionally the detector should be kept at a temperature lower than this energy scale to reduce undesired thermal noise.","The extent to which they are met varies with the lattice constant and suggesting that realizing a tunable detector is possible. Regarding point i), if one is to detect dark matter with keV mass, it is necessary that the band gap is of the order of the deposition energy ED ∼meV. Additionally the detector should be kept at a temperature lower than this energy scale to reduce undesired thermal noise.",129/10.1088/2515-7639/ab3ea2
126/267,From Fig. 3 it is already apparent that the valence bands close to the Γ point are relatively ﬂat.,"The scattering between dark matter and the target material is kinematically constrained if the target velocity, the Fermi velocity, is faster than the largest possible dark matter velocity [2], vmax ∼2.6 × 10−3c. From Fig. 3 it is already apparent that the valence bands close to the Γ point are relatively ﬂat.",129/10.1088/2515-7639/ab3ea2
128/267,The real part of the optical conductivity determines the absorption of the material.,"More precisely, from Table 2 we see that all Fermi velocities are vF ∼10−4c < vmax, hence satisfying point ii). The real part of the optical conductivity determines the absorption of the material.",129/10.1088/2515-7639/ab3ea2
