passage,sentence,doi,material,value,unit,material_valid,value_valid,unit_valid
"TABLE I. Renormalized mass parameter, e, for SPDEM (Eq. (4)) and EMA (Eq. (5)), and interface potential from Eq. (2) for sputter, PECVD, and MBE Ge QDs. Sputter 2 nm 2.5 nm 3 nm 4 nm hei eEMA 0.528 0.597 0.583 0.499 0.552 eSPDEM (nm1) 0.173 0.195 0.191 0.163 0.181 Vfit o;e ¼ 0.92 eV Vfit o;h ¼ 2.80 eV PECVD 3.5 nm 4.4 nm 8.4 nm hei eEMA 0.203 0.268 0.288 0.253 eSPDEM (nm1) 0.072 0.095 0.102 0.090 Vfit o;e ¼ 1.09 eV Vfit o;h ¼ 3.28 eV MBE eEMA 0.378 eSPDEM (nm1) 0.059 Vo;e ¼ 0:20 eV Vo;h ¼ 0:66 eV 154304-5 Barbagiovanni et al. J. Appl.",Sputter 2 nm 2.5 nm 3 nm 4 nm hei eEMA 0.528 0.597 0.583 0.499 0.552 eSPDEM (nm1) 0.173 0.195 0.191 0.163 0.181 Vfit o;e ¼ 0.92 eV Vfit o;h ¼ 2.80 eV PECVD 3.5 nm 4.4 nm 8.4 nm hei eEMA 0.203 0.268 0.288 0.253 eSPDEM (nm1) 0.072 0.095 0.102 0.090 Vfit o;e ¼ 1.09 eV Vfit o;h ¼ 3.28 eV MBE eEMA 0.378 eSPDEM (nm1) 0.059 Vo;e ¼ 0:20 eV Vo;h ¼ 0:66 eV 154304-5 Barbagiovanni et al. J. Appl.,110/10.1063/1.4918549,PECVD,3.28,eV,0,1,1
"TABLE I. Renormalized mass parameter, e, for SPDEM (Eq. (4)) and EMA (Eq. (5)), and interface potential from Eq. (2) for sputter, PECVD, and MBE Ge QDs. Sputter 2 nm 2.5 nm 3 nm 4 nm hei eEMA 0.528 0.597 0.583 0.499 0.552 eSPDEM (nm1) 0.173 0.195 0.191 0.163 0.181 Vfit o;e ¼ 0.92 eV Vfit o;h ¼ 2.80 eV PECVD 3.5 nm 4.4 nm 8.4 nm hei eEMA 0.203 0.268 0.288 0.253 eSPDEM (nm1) 0.072 0.095 0.102 0.090 Vfit o;e ¼ 1.09 eV Vfit o;h ¼ 3.28 eV MBE eEMA 0.378 eSPDEM (nm1) 0.059 Vo;e ¼ 0:20 eV Vo;h ¼ 0:66 eV 154304-5 Barbagiovanni et al. J. Appl.",Sputter 2 nm 2.5 nm 3 nm 4 nm hei eEMA 0.528 0.597 0.583 0.499 0.552 eSPDEM (nm1) 0.173 0.195 0.191 0.163 0.181 Vfit o;e ¼ 0.92 eV Vfit o;h ¼ 2.80 eV PECVD 3.5 nm 4.4 nm 8.4 nm hei eEMA 0.203 0.268 0.288 0.253 eSPDEM (nm1) 0.072 0.095 0.102 0.090 Vfit o;e ¼ 1.09 eV Vfit o;h ¼ 3.28 eV MBE eEMA 0.378 eSPDEM (nm1) 0.059 Vo;e ¼ 0:20 eV Vo;h ¼ 0:66 eV 154304-5 Barbagiovanni et al. J. Appl.,110/10.1063/1.4918549,MBE,0.20,eV,1,1,1
"TABLE I. Renormalized mass parameter, e, for SPDEM (Eq. (4)) and EMA (Eq. (5)), and interface potential from Eq. (2) for sputter, PECVD, and MBE Ge QDs. Sputter 2 nm 2.5 nm 3 nm 4 nm hei eEMA 0.528 0.597 0.583 0.499 0.552 eSPDEM (nm1) 0.173 0.195 0.191 0.163 0.181 Vfit o;e ¼ 0.92 eV Vfit o;h ¼ 2.80 eV PECVD 3.5 nm 4.4 nm 8.4 nm hei eEMA 0.203 0.268 0.288 0.253 eSPDEM (nm1) 0.072 0.095 0.102 0.090 Vfit o;e ¼ 1.09 eV Vfit o;h ¼ 3.28 eV MBE eEMA 0.378 eSPDEM (nm1) 0.059 Vo;e ¼ 0:20 eV Vo;h ¼ 0:66 eV 154304-5 Barbagiovanni et al. J. Appl.",Sputter 2 nm 2.5 nm 3 nm 4 nm hei eEMA 0.528 0.597 0.583 0.499 0.552 eSPDEM (nm1) 0.173 0.195 0.191 0.163 0.181 Vfit o;e ¼ 0.92 eV Vfit o;h ¼ 2.80 eV PECVD 3.5 nm 4.4 nm 8.4 nm hei eEMA 0.203 0.268 0.288 0.253 eSPDEM (nm1) 0.072 0.095 0.102 0.090 Vfit o;e ¼ 1.09 eV Vfit o;h ¼ 3.28 eV MBE eEMA 0.378 eSPDEM (nm1) 0.059 Vo;e ¼ 0:20 eV Vo;h ¼ 0:66 eV 154304-5 Barbagiovanni et al. J. Appl.,110/10.1063/1.4918549,MBE,0.66,eV,0,1,1
"In addition, we discuss the stability of complexes in different regimes. DOI: 10.1103/PhysRevApplied.1.024005 I. INTRODUCTION Zinc oxide has attracted considerable interest as a promising material for optoelectronics applications, such as light-emitting diodes and solar cells, due to its large band gap and large exciton binding energy.","DOI: 10.1103/PhysRevApplied.1.024005 I. INTRODUCTION Zinc oxide has attracted considerable interest as a promising material for optoelectronics applications, such as light-emitting diodes and solar cells, due to its large band gap and large exciton binding energy.",131/10.1103/PhysRevApplied.1.024005,Zinc oxide,None,None,1,0,0
"From a theoretical point of view, the understanding of these results and the proposition of other ways of obtaining p-type doping by means of density functional theory (DFT) calculations is a challenging task as well. In fact, the problem of the band gap underestimation related to the local or semilocal approximations of the exchange correlation functional is particularly relevant in the case of ZnO, with a calculated gap of only ∼0.8 eV. Calculations performed within these approximations have shown, for example, a transition level of 0.4 eV for NO [6] and shallow levels for complexes of the form XZn-2VZn [7], but, in light of the severe gap underestimation, these results should be considered with care.","In fact, the problem of the band gap underestimation related to the local or semilocal approximations of the exchange correlation functional is particularly relevant in the case of ZnO, with a calculated gap of only ∼0.8 eV. Calculations performed within these approximations have shown, for example, a transition level of 0.4 eV for NO [6] and shallow levels for complexes of the form XZn-2VZn [7], but, in light of the severe gap underestimation, these results should be considered with care.",131/10.1103/PhysRevApplied.1.024005,ZnO,0.8,eV,1,1,1
"From a theoretical point of view, the understanding of these results and the proposition of other ways of obtaining p-type doping by means of density functional theory (DFT) calculations is a challenging task as well. In fact, the problem of the band gap underestimation related to the local or semilocal approximations of the exchange correlation functional is particularly relevant in the case of ZnO, with a calculated gap of only ∼0.8 eV. Calculations performed within these approximations have shown, for example, a transition level of 0.4 eV for NO [6] and shallow levels for complexes of the form XZn-2VZn [7], but, in light of the severe gap underestimation, these results should be considered with care.","In fact, the problem of the band gap underestimation related to the local or semilocal approximations of the exchange correlation functional is particularly relevant in the case of ZnO, with a calculated gap of only ∼0.8 eV. Calculations performed within these approximations have shown, for example, a transition level of 0.4 eV for NO [6] and shallow levels for complexes of the form XZn-2VZn [7], but, in light of the severe gap underestimation, these results should be considered with care.",131/10.1103/PhysRevApplied.1.024005,NO,0.4,eV,1,0,1
"Because we are dealing with transition energies that span all the band gap, we set α ¼ 0.45. This allows us to correctly reproduce the experimental value of the band gap of 3.44 eV and gives lattice parameters a ¼ 3.23 Å, c ¼ 5.19 Å, and u ¼ 0.38, in good agreement with the experiments.","This allows us to correctly reproduce the experimental value of the band gap of 3.44 eV and gives lattice parameters a ¼ 3.23 Å, c ¼ 5.19 Å, and u ¼ 0.38, in good agreement with the experiments.",131/10.1103/PhysRevApplied.1.024005,None,344,eV,0,1,1
"Without passivation, the Q factor is around 105 for the electrically uncontacted unpassivated sample at the SB center, and is too low to measure precisely for the elec- trically contacted unpassivated sample. At a redshift of –0.22 –0.20 –0.18 –0.16 10–9 10–8 470 α (cm–1) 320 E   −   Eg (eV) Fcap  (kV/cm):    DBR II  DBR I –20 0 20 40 0.2 0.4 0.6 0.8 Q factor (106)   λ−λC (nm) 0.0 1 2 Q1 = 45 000 ± 100   Q2 = 31000 ± 30 0.0 0.5                   κ/2π      = 0.49 GHz Q2 = 612 000 ± 3000 Q1 = 656 000 ± 2000 0 1     Q2 = 100 000 ± 300 Q1 = 155 000 ± 600 Transmission (V) 0 –20 ΔL/2π (GHz) 20 0 –20 ΔL/2π (GHz) 20 0 –20 ΔL/2π (GHz)  passivated (with contacts)  unpassivated (no contacts)           unpassivated (with contacts)               FK-like absorption          surface roughness          (a) (b) (c) 20 F    = 200 kV/cm cap F    = 320 kV/cm cap F    = 470 kV/cm cap σ = 0.14 nm  σ = 0.5 nm  σ = 1.0 nm  F    = 0 kV/cm,  = 0.0 nm  cap FIG. 3.","At a redshift of –0.22 –0.20 –0.18 –0.16 10–9 10–8 470 α (cm–1) 320 E   −   Eg (eV) Fcap  (kV/cm):    DBR II  DBR I –20 0 20 40 0.2 0.4 0.6 0.8 Q factor (106)   λ−λC (nm) 0.0 1 2 Q1 = 45 000 ± 100   Q2 = 31000 ± 30 0.0 0.5                   κ/2π      = 0.49 GHz Q2 = 612 000 ± 3000 Q1 = 656 000 ± 2000 0 1     Q2 = 100 000 ± 300 Q1 = 155 000 ± 600 Transmission (V) 0 –20 ΔL/2π (GHz) 20 0 –20 ΔL/2π (GHz) 20 0 –20 ΔL/2π (GHz)  passivated (with contacts)  unpassivated (no contacts)           unpassivated (with contacts)               FK-like absorption          surface roughness          (a) (b) (c) 20 F    = 200 kV/cm cap F    = 320 kV/cm cap F    = 470 kV/cm cap σ = 0.14 nm  σ = 0.5 nm  σ = 1.0 nm  F    = 0 kV/cm,  = 0.0 nm  cap FIG. 3.",132/10.1103/PhysRevApplied.15.044004,None,320,eV,0,1,1
"To estimate Franz-Keldysh absorption coeﬃcients in our nip-DBR at 4.2 K [Figs. 3(b) and 3(c) and 4], we use Eqs. (2)–(6), taking the low-temperature GaAs band gap of 1.519 eV and β extracted from ﬁtting the data in Fig. 7(c).","(2)–(6), taking the low-temperature GaAs band gap of 1.519 eV and β extracted from ﬁtting the data in Fig. 7(c).",132/10.1103/PhysRevApplied.15.044004,GaAs,1519,eV,1,1,1
"The origin of this discrep- ancy is not understood at this time, but we note several points. First, there are no Franz-Keldysh-absorption experi- ments reported in the literature at low temperature (4.2 K) and at photon energies far below the band gap Eg of GaAs (at E −Eg ∼−0.17 eV, corresponding to λ ∼920 nm).","First, there are no Franz-Keldysh-absorption experi- ments reported in the literature at low temperature (4.2 K) and at photon energies far below the band gap Eg of GaAs (at E −Eg ∼−0.17 eV, corresponding to λ ∼920 nm).",132/10.1103/PhysRevApplied.15.044004,GaAs,None,eV,1,0,1
"[37] To estimate the capping ﬁelds in Ref. [36], we assume midgap pinning, dividing half the band gap Eg/2 = 0.71 eV of GaAs at 300 K by the capping-layer thicknesses reported there.","[36], we assume midgap pinning, dividing half the band gap Eg/2 = 0.71 eV of GaAs at 300 K by the capping-layer thicknesses reported there.",132/10.1103/PhysRevApplied.15.044004,GaAs,1.42,eV,1,1,1
"In this study, we conducted a density functional theory (DFT) analysis to examine the mechanical, electronic, thermodynamic, and optical properties of two other group-III counterparts of BPN: gallium nitride (BPN-GaN) and aluminum nitride (BPN-AlN). Our findings reveal that the band gap values for BPN-GaN and BPN-AlN are 2.3 eV and 3.2 eV, respectively, at the HSE06 level.","Our findings reveal that the band gap values for BPN-GaN and BPN-AlN are 2.3 eV and 3.2 eV, respectively, at the HSE06 level.",73/10.1016/j.mtcomm.2023.107183,BPN-GaN,2.3,eV,1,1,1
"In this study, we conducted a density functional theory (DFT) analysis to examine the mechanical, electronic, thermodynamic, and optical properties of two other group-III counterparts of BPN: gallium nitride (BPN-GaN) and aluminum nitride (BPN-AlN). Our findings reveal that the band gap values for BPN-GaN and BPN-AlN are 2.3 eV and 3.2 eV, respectively, at the HSE06 level.","Our findings reveal that the band gap values for BPN-GaN and BPN-AlN are 2.3 eV and 3.2 eV, respectively, at the HSE06 level.",73/10.1016/j.mtcomm.2023.107183,BPN-AlN,3.2,None,1,1,0
"The upper panels of Fig. 5 present the band structure profiles obtained using the GGA/PBE (black) and HSE06 (blue) meth- ods. In the case of BPN-GaN (see Fig. 5(a)), the band gap is indirect (from the X-point to the G-point) and measures 1.86 and 2.31 eV at the levels of GGA/PBE and HSE06, respectively.","In the case of BPN-GaN (see Fig. 5(a)), the band gap is indirect (from the X-point to the G-point) and measures 1.86 and 2.31 eV at the levels of GGA/PBE and HSE06, respectively.",73/10.1016/j.mtcomm.2023.107183,BPN-GaN (GGA/PBE),1.86,eV,1,1,1
"The upper panels of Fig. 5 present the band structure profiles obtained using the GGA/PBE (black) and HSE06 (blue) meth- ods. In the case of BPN-GaN (see Fig. 5(a)), the band gap is indirect (from the X-point to the G-point) and measures 1.86 and 2.31 eV at the levels of GGA/PBE and HSE06, respectively.","In the case of BPN-GaN (see Fig. 5(a)), the band gap is indirect (from the X-point to the G-point) and measures 1.86 and 2.31 eV at the levels of GGA/PBE and HSE06, respectively.",73/10.1016/j.mtcomm.2023.107183,BPN-GaN (HSE06),2.31,eV,0,1,1
"In the case of BPN-GaN (see Fig. 5(a)), the band gap is indirect (from the X-point to the G-point) and measures 1.86 and 2.31 eV at the levels of GGA/PBE and HSE06, respectively. For BPN-AlN, the indirect band gap values from the X-point to the G-point are 2.32 eV and 3.18 eV according to the GGA/PBE and HSE06 calculations, respectively (see Fig. 5(b)).","For BPN-AlN, the indirect band gap values from the X-point to the G-point are 2.32 eV and 3.18 eV according to the GGA/PBE and HSE06 calculations, respectively (see Fig. 5(b)).",73/10.1016/j.mtcomm.2023.107183,BPN-GaN,1.86,eV,1,1,1
"In the case of BPN-GaN (see Fig. 5(a)), the band gap is indirect (from the X-point to the G-point) and measures 1.86 and 2.31 eV at the levels of GGA/PBE and HSE06, respectively. For BPN-AlN, the indirect band gap values from the X-point to the G-point are 2.32 eV and 3.18 eV according to the GGA/PBE and HSE06 calculations, respectively (see Fig. 5(b)).","For BPN-AlN, the indirect band gap values from the X-point to the G-point are 2.32 eV and 3.18 eV according to the GGA/PBE and HSE06 calculations, respectively (see Fig. 5(b)).",73/10.1016/j.mtcomm.2023.107183,BPN-GaN,2.31,eV,0,1,1
"In the case of BPN-GaN (see Fig. 5(a)), the band gap is indirect (from the X-point to the G-point) and measures 1.86 and 2.31 eV at the levels of GGA/PBE and HSE06, respectively. For BPN-AlN, the indirect band gap values from the X-point to the G-point are 2.32 eV and 3.18 eV according to the GGA/PBE and HSE06 calculations, respectively (see Fig. 5(b)).","For BPN-AlN, the indirect band gap values from the X-point to the G-point are 2.32 eV and 3.18 eV according to the GGA/PBE and HSE06 calculations, respectively (see Fig. 5(b)).",73/10.1016/j.mtcomm.2023.107183,BPN-AlN,2.32,eV,0,1,1
"In the case of BPN-GaN (see Fig. 5(a)), the band gap is indirect (from the X-point to the G-point) and measures 1.86 and 2.31 eV at the levels of GGA/PBE and HSE06, respectively. For BPN-AlN, the indirect band gap values from the X-point to the G-point are 2.32 eV and 3.18 eV according to the GGA/PBE and HSE06 calculations, respectively (see Fig. 5(b)).","For BPN-AlN, the indirect band gap values from the X-point to the G-point are 2.32 eV and 3.18 eV according to the GGA/PBE and HSE06 calculations, respectively (see Fig. 5(b)).",73/10.1016/j.mtcomm.2023.107183,BPN-AlN,3.18,eV,0,1,1
"Most of the notable properties of these materials derive from their band gap configurations. With band gap values of 2.30 eV for BPN- AlN and 3.18 eV for BPN-GaN, these materials offer a tunable range of band gaps, enabling tailored electronic and optical functionalities.","With band gap values of 2.30 eV for BPN- AlN and 3.18 eV for BPN-GaN, these materials offer a tunable range of band gaps, enabling tailored electronic and optical functionalities.",73/10.1016/j.mtcomm.2023.107183,BPN-AlN,2.30,eV,1,1,1
"Most of the notable properties of these materials derive from their band gap configurations. With band gap values of 2.30 eV for BPN- AlN and 3.18 eV for BPN-GaN, these materials offer a tunable range of band gaps, enabling tailored electronic and optical functionalities.","With band gap values of 2.30 eV for BPN- AlN and 3.18 eV for BPN-GaN, these materials offer a tunable range of band gaps, enabling tailored electronic and optical functionalities.",73/10.1016/j.mtcomm.2023.107183,BPN-GaN,3.18,None,1,1,0
"These observations suggest that both structures exhibit good thermal stability. In the case of BPN-GaN, the band gap is indirect and measures 2.31 eV and 1.86 eV at the HSE06 and GGA/PBE levels, respectively.","In the case of BPN-GaN, the band gap is indirect and measures 2.31 eV and 1.86 eV at the HSE06 and GGA/PBE levels, respectively.",73/10.1016/j.mtcomm.2023.107183,BPN-GaN,2.31,eV,0,1,1
"These observations suggest that both structures exhibit good thermal stability. In the case of BPN-GaN, the band gap is indirect and measures 2.31 eV and 1.86 eV at the HSE06 and GGA/PBE levels, respectively.","In the case of BPN-GaN, the band gap is indirect and measures 2.31 eV and 1.86 eV at the HSE06 and GGA/PBE levels, respectively.",73/10.1016/j.mtcomm.2023.107183,BPN-GaN,1.86,eV,0,1,1
"In the case of BPN-GaN, the band gap is indirect and measures 2.31 eV and 1.86 eV at the HSE06 and GGA/PBE levels, respectively. For BPN-AlN, the indirect bandgap values are 2.32 eV and 3.18 eV, according to the GGA/PBE and HSE06 calculations, respectively.","For BPN-AlN, the indirect bandgap values are 2.32 eV and 3.18 eV, according to the GGA/PBE and HSE06 calculations, respectively.",73/10.1016/j.mtcomm.2023.107183,BPN-GaN (HSE06),2.31,eV,1,1,1
"In the case of BPN-GaN, the band gap is indirect and measures 2.31 eV and 1.86 eV at the HSE06 and GGA/PBE levels, respectively. For BPN-AlN, the indirect bandgap values are 2.32 eV and 3.18 eV, according to the GGA/PBE and HSE06 calculations, respectively.","For BPN-AlN, the indirect bandgap values are 2.32 eV and 3.18 eV, according to the GGA/PBE and HSE06 calculations, respectively.",73/10.1016/j.mtcomm.2023.107183,BPN-GaN (GGA/PBE),1.86,eV,1,0,1
"In the case of BPN-GaN, the band gap is indirect and measures 2.31 eV and 1.86 eV at the HSE06 and GGA/PBE levels, respectively. For BPN-AlN, the indirect bandgap values are 2.32 eV and 3.18 eV, according to the GGA/PBE and HSE06 calculations, respectively.","For BPN-AlN, the indirect bandgap values are 2.32 eV and 3.18 eV, according to the GGA/PBE and HSE06 calculations, respectively.",73/10.1016/j.mtcomm.2023.107183,BPN-AlN (GGA/PBE),2.32,eV,1,1,1
"In the case of BPN-GaN, the band gap is indirect and measures 2.31 eV and 1.86 eV at the HSE06 and GGA/PBE levels, respectively. For BPN-AlN, the indirect bandgap values are 2.32 eV and 3.18 eV, according to the GGA/PBE and HSE06 calculations, respectively.","For BPN-AlN, the indirect bandgap values are 2.32 eV and 3.18 eV, according to the GGA/PBE and HSE06 calculations, respectively.",73/10.1016/j.mtcomm.2023.107183,BPN-AlN (HSE06),3.18,eV,1,1,1
"[6] Morteza Ghorbanzadeh Ahangari, A. Fereidoon, Amin Hamed Mashhadzadeh, Interlayer interaction and mechanical properties in multi-layer graphene, Boron-Nitride, Aluminum-Nitride and Gallium-Nitride graphene-like structure: A quantum-mechanical DFT study, Superlattices Microstruct. 112 (2017) 30–45. [7] Zhongxin Wang, Guodong Wang, Xintong Liu, Shouzhi Wang, Tailin Wang, Shiying Zhang, Jiaoxian Yu, Gang Zhao, Lei Zhang, Two-dimensional wide band- gap nitride semiconductor GaN and AlN materials: properties, fabrication and applications, J. Mater. Chem.","[7] Zhongxin Wang, Guodong Wang, Xintong Liu, Shouzhi Wang, Tailin Wang, Shiying Zhang, Jiaoxian Yu, Gang Zhao, Lei Zhang, Two-dimensional wide band- gap nitride semiconductor GaN and AlN materials: properties, fabrication and applications, J. Mater. Chem.",73/10.1016/j.mtcomm.2023.107183,GaN and AlN,None,None,1,0,0
"In this work, we predict a PQSHI Janus monolayer VCClBr constructed from VCCl2, which is dynamically, mechanically and thermally stable. In the absence of spin orbital coupling (SOC), VCClBr is a narrow gap semiconductor with a gap value of 57 meV, which is diﬀerent from Dirac semimetal VCCl2.","In the absence of spin orbital coupling (SOC), VCClBr is a narrow gap semiconductor with a gap value of 57 meV, which is diﬀerent from Dirac semimetal VCCl2.",98/10.1039/D2CP02724K,VCClBr,57,meV,1,1,1
"The gap of VCClBr is due to a built-in electric field caused by asymmetrical upper and lower atomic layers, which is further confirmed by the external-electric-field induced gap in VCCl2. When including SOC, the gap of VCClBr is increased to 76 meV, which is larger than the thermal energy of room temperature (25 meV).","When including SOC, the gap of VCClBr is increased to 76 meV, which is larger than the thermal energy of room temperature (25 meV).",98/10.1039/D2CP02724K,VCClBr,76,meV,1,1,1
"The gap of VCClBr is due to a built-in electric field caused by asymmetrical upper and lower atomic layers, which is further confirmed by the external-electric-field induced gap in VCCl2. When including SOC, the gap of VCClBr is increased to 76 meV, which is larger than the thermal energy of room temperature (25 meV).","When including SOC, the gap of VCClBr is increased to 76 meV, which is larger than the thermal energy of room temperature (25 meV).",98/10.1039/D2CP02724K,None,25,meV,0,1,1
"The C2D is 129.32/213.58 N m1 along the x/y direction, and 0.079/0.131 for n2D. Electronic structures The energy band structures of VCClBr by using GGA and GGA + SOC are plotted in Fig. 3. In the absence of SOC, the VCClBr is a direct gap semiconductor with the gap of 57 meV, and the valence band maximum (VBM) and conduction band minimum (CBM) are located at one point along the G–Y path.","In the absence of SOC, the VCClBr is a direct gap semiconductor with the gap of 57 meV, and the valence band maximum (VBM) and conduction band minimum (CBM) are located at one point along the G–Y path.",98/10.1039/D2CP02724K,VCClBr,57,meV,1,1,1
"Phys., 2022, 24, 19965–19974 This journal is © the Owner Societies 2022 structures along the G–X and G–Y paths. When including SOC, the VCClBr is still a direct gap semiconductor, and the gap increases to 76 meV.","When including SOC, the VCClBr is still a direct gap semiconductor, and the gap increases to 76 meV.",98/10.1039/D2CP02724K,VCClBr,76,meV,1,1,1
"Within HSE06 + SOC, the energy band structure and one-dimensional edge states are plotted in Fig. 5. The calculated results show that the gap of VCClBr increases to 87 meV from 76 meV with GGA + SOC, and the nontrivial topological properties are still kept with topological helical edge states.","The calculated results show that the gap of VCClBr increases to 87 meV from 76 meV with GGA + SOC, and the nontrivial topological properties are still kept with topological helical edge states.",98/10.1039/D2CP02724K,VCClBr,76,meV,1,1,1
"Within HSE06 + SOC, the energy band structure and one-dimensional edge states are plotted in Fig. 5. The calculated results show that the gap of VCClBr increases to 87 meV from 76 meV with GGA + SOC, and the nontrivial topological properties are still kept with topological helical edge states.","The calculated results show that the gap of VCClBr increases to 87 meV from 76 meV with GGA + SOC, and the nontrivial topological properties are still kept with topological helical edge states.",98/10.1039/D2CP02724K,VCClBr,87,meV,0,1,1
"This implies that the applied electric field can induce the gap for VCCl2, which is equivalent to a built-in electric field by constructing a Janus structure, like VCClBr. For example a 0.04 eV Å1 electric field, the gap of VCCl2 is 73 meV without considering SOC, and the GGA + SOC gap is reduced to 67 meV.","For example a 0.04 eV Å1 electric field, the gap of VCCl2 is 73 meV without considering SOC, and the GGA + SOC gap is reduced to 67 meV.",98/10.1039/D2CP02724K,VCCl2,73,meV,1,1,1
"This implies that the applied electric field can induce the gap for VCCl2, which is equivalent to a built-in electric field by constructing a Janus structure, like VCClBr. For example a 0.04 eV Å1 electric field, the gap of VCCl2 is 73 meV without considering SOC, and the GGA + SOC gap is reduced to 67 meV.","For example a 0.04 eV Å1 electric field, the gap of VCCl2 is 73 meV without considering SOC, and the GGA + SOC gap is reduced to 67 meV.",98/10.1039/D2CP02724K,VCCl2,67,meV,0,1,1
"The calculated results show that VCFCl and VCClBr are direct gap semiconductors, while VCFBr is an indirect gap Fig. 9 The energy band structures of VCClBr with SOC at the representative applied strain, including biaxial (top panel), uniaxial-a (middle panel) and uniaxial-b (bottom panel) cases. Table 1 For monolayer VCClBr, VCFBr and VCFCl, the lattice constants a and b (Å), GGA + SOC gaps Eg SOC (meV), band gap category BGC [direct bandgap (D) and indirect bandgap (I)], topological invariant Z2 and dyna- mical stability Name a B Eg SOC BGC Z2 Dynamics VCClBr 3.257 3.959 76 D 1 Y VCFBr 3.140 3.949 45 I 1 N VCFCl 3.092 3.949 20 D 1 N PCCP Paper Published on 03 August 2022.","Table 1 For monolayer VCClBr, VCFBr and VCFCl, the lattice constants a and b (Å), GGA + SOC gaps Eg SOC (meV), band gap category BGC [direct bandgap (D) and indirect bandgap (I)], topological invariant Z2 and dyna- mical stability Name a B Eg SOC BGC Z2 Dynamics VCClBr 3.257 3.959 76 D 1 Y VCFBr 3.140 3.949 45 I 1 N VCFCl 3.092 3.949 20 D 1 N PCCP Paper Published on 03 August 2022.",98/10.1039/D2CP02724K,VCClBr,76,meV,1,1,1
"The calculated results show that VCFCl and VCClBr are direct gap semiconductors, while VCFBr is an indirect gap Fig. 9 The energy band structures of VCClBr with SOC at the representative applied strain, including biaxial (top panel), uniaxial-a (middle panel) and uniaxial-b (bottom panel) cases. Table 1 For monolayer VCClBr, VCFBr and VCFCl, the lattice constants a and b (Å), GGA + SOC gaps Eg SOC (meV), band gap category BGC [direct bandgap (D) and indirect bandgap (I)], topological invariant Z2 and dyna- mical stability Name a B Eg SOC BGC Z2 Dynamics VCClBr 3.257 3.959 76 D 1 Y VCFBr 3.140 3.949 45 I 1 N VCFCl 3.092 3.949 20 D 1 N PCCP Paper Published on 03 August 2022.","Table 1 For monolayer VCClBr, VCFBr and VCFCl, the lattice constants a and b (Å), GGA + SOC gaps Eg SOC (meV), band gap category BGC [direct bandgap (D) and indirect bandgap (I)], topological invariant Z2 and dyna- mical stability Name a B Eg SOC BGC Z2 Dynamics VCClBr 3.257 3.959 76 D 1 Y VCFBr 3.140 3.949 45 I 1 N VCFCl 3.092 3.949 20 D 1 N PCCP Paper Published on 03 August 2022.",98/10.1039/D2CP02724K,VCFBr,45,meV,1,1,1
"The calculated results show that VCFCl and VCClBr are direct gap semiconductors, while VCFBr is an indirect gap Fig. 9 The energy band structures of VCClBr with SOC at the representative applied strain, including biaxial (top panel), uniaxial-a (middle panel) and uniaxial-b (bottom panel) cases. Table 1 For monolayer VCClBr, VCFBr and VCFCl, the lattice constants a and b (Å), GGA + SOC gaps Eg SOC (meV), band gap category BGC [direct bandgap (D) and indirect bandgap (I)], topological invariant Z2 and dyna- mical stability Name a B Eg SOC BGC Z2 Dynamics VCClBr 3.257 3.959 76 D 1 Y VCFBr 3.140 3.949 45 I 1 N VCFCl 3.092 3.949 20 D 1 N PCCP Paper Published on 03 August 2022.","Table 1 For monolayer VCClBr, VCFBr and VCFCl, the lattice constants a and b (Å), GGA + SOC gaps Eg SOC (meV), band gap category BGC [direct bandgap (D) and indirect bandgap (I)], topological invariant Z2 and dyna- mical stability Name a B Eg SOC BGC Z2 Dynamics VCClBr 3.257 3.959 76 D 1 Y VCFBr 3.140 3.949 45 I 1 N VCFCl 3.092 3.949 20 D 1 N PCCP Paper Published on 03 August 2022.",98/10.1039/D2CP02724K,VCFCl,20,None,1,1,0
"In2O3 crystallizes in a stable phase with a bixbyite structure and a cubic crystal symmetry. Similarly to other transparent semiconducting oxides, In2O3 is classified as a wide bandgap (2.9 eV) material.1 When doped with tin, In2O3 shows high electrical conductivity.2–4 These properties lend In2O3 to applications in transparent electrodes,5–8 gas sensing,9–11 nanowire technology,12 high-voltage transistors,13–15 Schottky diodes,16,17 and ultraviolet light emitting devices,18–21 for example.","Similarly to other transparent semiconducting oxides, In2O3 is classified as a wide bandgap (2.9 eV) material.1 When doped with tin, In2O3 shows high electrical conductivity.2–4 These properties lend In2O3 to applications in transparent electrodes,5–8 gas sensing,9–11 nanowire technology,12 high-voltage transistors,13–15 Schottky diodes,16,17 and ultraviolet light emitting devices,18–21 for example.",115/10.1063/5.0052848,In2O3,2900,eV,1,1,1
