passage,sentence,doi,material,value,unit,material_valid,value_valid,unit_valid
"ACKNOWLEDGEMENTS  We would like to thank Clotilde Cucinotta and Giacomo Miceh for discussion on LiAl system, and Luca Ferraro and  Simone Meloni for helping us in a preliminary implementation of our method in a tight binding molecular dynamics  code. REFERENCES  \\.  W. Kohn, Phys. Rev. Lett.","REFERENCES  \\.  W. Kohn, Phys. Rev. Lett.",102/10.1063/1.3225396,"
LiAl","
None","
eV",1,0,1
"66, 1438-1441 (1991). 4.  G. Galli, and M. Parrinello, Phys.","4.  G. Galli, and M. Parrinello, Phys.",102/10.1063/1.3225396,"
Gallium arsenide (GaAs)","
1.4 eV","
eV",1,1,1
"Rev Lett 69, 3547-3550 (1992). 5. X. P. Li, R. W. Nunes, and D. Vanderbilt, Phys.","5. X. P. Li, R. W. Nunes, and D. Vanderbilt, Phys.",102/10.1063/1.3225396,"
None","
None","
None",0,0,0
"6.  S. Baroni, and P. Giannozzi, Europhys. Lett. 17, 547 (1992). 7.  A. H. R. Palser, and D. E. Manolopoulos, Phys.","7.  A. H. R. Palser, and D. E. Manolopoulos, Phys.",102/10.1063/1.3225396,"
None","
None","
None",0,0,0
"Rev Lett 13>, 122-125 (1994). 9.  S. Goedecker, and M. Teter, Phys.","9.  S. Goedecker, and M. Teter, Phys.",102/10.1063/1.3225396,"
Silicon","
None","
Electronvolts (eV)",1,0,1
"9.  S. Goedecker, and M. Teter, Phys. Rev B 51, 9455-9464 (1995).","Rev B 51, 9455-9464 (1995).",102/10.1063/1.3225396,"
Silicon","
None","
eV",1,0,1
"Rev B 51, 9455-9464 (1995). 10. M. Ceriotti, T. D. Kuhne, and M. Parrinello, /. Chem.","10. M. Ceriotti, T. D. Kuhne, and M. Parrinello, /. Chem.",102/10.1063/1.3225396,"
Silicon","
None","
eV",1,0,1
"15. C. Van Loan, IEEE Trans, on Automatic Control 24, 320-321 (1979). 16. W. Z. Liang, C. Saravanan, Y Shao, R. Baer, A. L Bell, and M. Head-Gordon, /. Chem.","W. Z. Liang, C. Saravanan, Y Shao, R. Baer, A. L Bell, and M. Head-Gordon, /. Chem.",102/10.1063/1.3225396,"
Silicon","
None","
eV",1,0,1
"S. Meloni, M. Rosati, A. Federico, L. Ferraro, A. Mattoni, and L. Colombo, Comp. Phys. Comm. 169, 462-466 (2005). 661","Comm. 169, 462-466 (2005). 661",102/10.1063/1.3225396,"
Silicon","
661","
eV",1,1,1
The nanowires are grown by Plasma-assisted Molecular Beam Epitaxy (MBE) on a 2-in. Si(111) substrate. Desoxydation of the silicon is done in situ by annealing at 950 C until the clear appearance of the 7  7 surface recon- struction at 820 C.,Desoxydation of the silicon is done in situ by annealing at 950 C until the clear appearance of the 7  7 surface recon- struction at 820 C.,106/10.1063/1.4868131,"
Silicon","
None","
eV",1,0,1
"Spectra #2 and #3 show that the bright spots are associated to an extra emission peak at 3.42 eV attributed to the emission from stacking fault bound excitons (SFX).16,24,25 CL observa- tions allow us to locate well isolated NWs with SFX emission that are further studied by microphotoluminescence. lPL spectra are similar to Fig. 1(c) with a magnitude of the 3.42 eV peak slightly smaller or comparable to the D0X one.",lPL spectra are similar to Fig. 1(c) with a magnitude of the 3.42 eV peak slightly smaller or comparable to the D0X one.,106/10.1063/1.4868131,"
None","
3.42 eV","
eV",0,1,1
"We note that between the two observations, the NW remained at the same location but rotated onto itself. It explains why the small piece of GaN attached to the NW is at different positions between Figs. 2(a) and 2(b).",It explains why the small piece of GaN attached to the NW is at different positions between Figs. 2(a) and 2(b).,106/10.1063/1.4868131,"
GaN","
None","
eV",1,0,1
stacking) characteristic of a cubic zinc blende phase. Comparison of the CL and STEM data clearly shows that the 3.42 eV emission exhibits an excellent spatial corre- lation with the location of the SF.,Comparison of the CL and STEM data clearly shows that the 3.42 eV emission exhibits an excellent spatial corre- lation with the location of the SF.,106/10.1063/1.4868131,"
Zinc blende","
3.42 eV","
eV",1,1,1
"A continuous smooth contrast over this region was conﬁrmed by high resolution STEM, as for the rest of the NW (not shown here). The proﬁle of the CL signal along the NW longitudinal axis at 3.42 eV is therefore related to the probability for an exciton to be trapped by a single SF acting as a radiative recombination center.",The proﬁle of the CL signal along the NW longitudinal axis at 3.42 eV is therefore related to the probability for an exciton to be trapped by a single SF acting as a radiative recombination center.,106/10.1063/1.4868131,"
NW (nanowire)","
3.42","
eV",1,1,1
"The proﬁle of the CL signal along the NW longitudinal axis at 3.42 eV is therefore related to the probability for an exciton to be trapped by a single SF acting as a radiative recombination center. We deﬁne nFX (x, t) (resp.","We deﬁne nFX (x, t) (resp.",106/10.1063/1.4868131,"
Semiconductor nanowire","
3.42 eV","
eV",1,1,1
"We deﬁne nFX (x, t) (resp. nD0X and nSFX) as the linear density of free excitons (FX) (resp.",nD0X and nSFX) as the linear density of free excitons (FX) (resp.,106/10.1063/1.4868131,"
None","
None","
None",0,0,0
nD0X and nSFX) as the linear density of free excitons (FX) (resp. neutral donor and SF bound excitons) between x and x þ dx.,neutral donor and SF bound excitons) between x and x þ dx.,106/10.1063/1.4868131,"
Semiconductor","
None","
None",1,0,0
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,"
Carbon nanotube (CNT)","
3.48 eV","
eV",1,1,1
stacking fault) bound exciton. The total SFX (resp.,The total SFX (resp.,106/10.1063/1.4868131,"
None","
None","
eV",0,0,1
"lPL observations show that their sta- tionary values have the same amplitude. Hence, the SF cap- ture rate is dramatically larger than the one of the neutral donors, in agreement with the results of Ref. 18. From Eqs.","Hence, the SF cap- ture rate is dramatically larger than the one of the neutral donors, in agreement with the results of Ref. 18. From Eqs.",106/10.1063/1.4868131,"
None","
None","
None",0,0,0
"(2) and (3), one infers s0 FX!SFX ’ sFX!D0X  wSF=L. Using a SF capture range24 wSF ¼ 3 nm, 1=s0 FX!SFX is 300 times larger than the capture rate by neutral donors. We now assume a single NW extending from –L/2 to L/2 and containing a single SF at x ¼ 0.",We now assume a single NW extending from –L/2 to L/2 and containing a single SF at x ¼ 0.,106/10.1063/1.4868131,"
Silicon","
None","
None",1,0,0
"We now assume a single NW extending from –L/2 to L/2 and containing a single SF at x ¼ 0. It is excited at posi- tion xp by the electron beam, pðxÞ ¼ p0dðx  xpÞ.","It is excited at posi- tion xp by the electron beam, pðxÞ ¼ p0dðx  xpÞ.",106/10.1063/1.4868131,"
Silicon","
None","
eV",1,0,1
"It is in the 10 nm range, of the same order of magnitude as wSF. This means that a large fraction of incoming excitons is trapped by the SF and later converted into a photon.",This means that a large fraction of incoming excitons is trapped by the SF and later converted into a photon.,106/10.1063/1.4868131,"
Semiconductor (SF)","
10","
nanometers (nm)",1,1,1
"At distances larger than wp from the peak center, the tails on each side are well ﬁtted by exponential functions with characteristic length LNW (dashed lines). Average of LNW measured for an ensem- ble of 12 NWs gives LNW ¼ 68 6 16 nm < L2D.",Average of LNW measured for an ensem- ble of 12 NWs gives LNW ¼ 68 6 16 nm < L2D.,106/10.1063/1.4868131,"
None","
None","
None",0,0,0
This is evidence of long range variations of 1/seff. The latter can arise from changes of the density of neutral donors or DAPs or the presence of an extra nonradiative decay term nFX=snr;FXðxÞ in Eq. (1) due to other kind of impurities.,The latter can arise from changes of the density of neutral donors or DAPs or the presence of an extra nonradiative decay term nFX=snr;FXðxÞ in Eq. (1) due to other kind of impurities.,106/10.1063/1.4868131,"
Semiconductor","
None","
eV",1,0,1
"104, 102102 (2014) This article is copyrighted as indicated in the article. Reuse of AIP content is subject to the terms at: http://scitation.aip.org/termsconditions.",Reuse of AIP content is subject to the terms at: http://scitation.aip.org/termsconditions.,106/10.1063/1.4868131,"
Silicon","
104","
eV",1,1,1
We observe no clear correlation between the D0X signal magnitude and LNW. This means that 1/seff is determined by other parameters like DAP capture rate or nonradiative decay.,This means that 1/seff is determined by other parameters like DAP capture rate or nonradiative decay.,106/10.1063/1.4868131,"
None","
None","
eV",0,0,1
"Phys. 108, 023101 (2010). 7S. Chichibu, K. Wada, and S. Nakamura, Appl. Phys.","7S. Chichibu, K. Wada, and S. Nakamura, Appl. Phys.",106/10.1063/1.4868131,"
None","
None","
None",0,0,0
"Phys. 103, 124309 (2008). 14Y. Park, M. Holmes, Y. Shon, I. Yoon, H. Im, and R. Taylor, Nanoscale Res. Lett. 6, 81 (2011).","14Y. Park, M. Holmes, Y. Shon, I. Yoon, H. Im, and R. Taylor, Nanoscale Res. Lett. 6, 81 (2011).",106/10.1063/1.4868131,"
None","
None","
None",0,0,0
"19O. Landre, R. Songmuang, J. Renard, E. Bellet-Amalric, H. Renevier, and B. Daudin, Appl. Phys. Lett. 93, 183109 (2008). 20R. Mata, K. Hestroffer, J. Budagosky, A. Cros, C. Bougerol, H. Renevier, and B. Daudin, J. Cryst.","20R. Mata, K. Hestroffer, J. Budagosky, A. Cros, C. Bougerol, H. Renevier, and B. Daudin, J. Cryst.",106/10.1063/1.4868131,"
ZnO","
None","
eV",1,0,1
"21R. Songmuang, O. Landre, and B. Daudin, Appl. Phys. Lett. 91, 251902 (2007). 22M. Sanchez-Garcia, E. Calleja, E. Monroy, F. Sanchez, F. Calle, E. Mu~noz, and R. Beresford, J. Cryst.","22M. Sanchez-Garcia, E. Calleja, E. Monroy, F. Sanchez, F. Calle, E. Mu~noz, and R. Beresford, J. Cryst.",106/10.1063/1.4868131,"
Semiconductor","
None","
eV",1,0,1
"26O. Brandt, C. Pf€uller, C. Che`ze, L. Geelhaar, and H. Riechert, Phys. Rev. B 81, 045302 (2010).","Rev. B 81, 045302 (2010).",106/10.1063/1.4868131,"
None","
None","
None",0,0,0
"28C. I. Harris, B. Monemar, H. Amano, and I. Akasaki, Appl. Phys. Lett. 67, 840 (1995). 29L. Lahourcade, J. Renard, B. Gayral, E. Monroy, M. P. Chauvat, and P. Ruterana, J. Appl.","29L. Lahourcade, J. Renard, B. Gayral, E. Monroy, M. P. Chauvat, and P. Ruterana, J. Appl.",106/10.1063/1.4868131,"
None","
None","
eV",0,0,1
"104, 102102 (2014) This article is copyrighted as indicated in the article. Reuse of AIP content is subject to the terms at: http://scitation.aip.org/termsconditions.",Reuse of AIP content is subject to the terms at: http://scitation.aip.org/termsconditions.,106/10.1063/1.4868131,"
Silicon","
104","
eV",1,1,1
"Phys. 116, 043518 (2014); 10.1063/1.4891463    Quantum confinement in Si and Ge nanostructures: Theory and experiment  Appl. Phys. Rev. 1, 011302 (2014); 10.1063/1.4835095    Synchrotron X-ray scattering studies of nanostructure-formation at interfaces  AIP Conf.","Rev. 1, 011302 (2014); 10.1063/1.4835095    Synchrotron X-ray scattering studies of nanostructure-formation at interfaces  AIP Conf.",110/10.1063/1.4918549,"
Si","
None","
eV",1,0,1
"A 20, 1116 (2002); 10.1116/1.1460894 [This article is copyrighted as indicated in the article. Reuse of AIP content is subject to the terms at: http://scitation.aip.org/termsconditions.",Reuse of AIP content is subject to the terms at: http://scitation.aip.org/termsconditions.,110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"The PECVD and sputter samples were chosen for this work because they were fabricated under similar experimental conditions, but exhibit a measurable variation in the chemical structure of the interface. Both sputtered and PECVD QDs have the same dimensional dependence as the MBE QDs, which allows us to isolate the role of the interface potential on the EM.","Both sputtered and PECVD QDs have the same dimensional dependence as the MBE QDs, which allows us to isolate the role of the interface potential on the EM.",110/10.1063/1.4918549,"
None","
None","
eV",0,0,1
"Furthermore, our NSs are amorphous and thus lack long range order. In addition, the parabolic band edge picture can still be applied in a NS as discussed in Sec. III.","In addition, the parabolic band edge picture can still be applied in a NS as discussed in Sec. III.",110/10.1063/1.4918549,"
None","
None","
eV",0,0,1
"In addition, the parabolic band edge picture can still be applied in a NS as discussed in Sec. III. A deviation from linearity happens at low rh due to Urbach tail regions.",A deviation from linearity happens at low rh due to Urbach tail regions.,110/10.1063/1.4918549,"
None","
None","
eV",0,0,1
"DFT models including interface corrections have been employed in the literature,21,36 and produce a similar dimensional dependence as the method presented here.35 154304-2 Barbagiovanni et al. J. Appl. Phys. 117, 154304 (2015) [This article is copyrighted as indicated in the article.","Phys. 117, 154304 (2015) [This article is copyrighted as indicated in the article.",110/10.1063/1.4918549,"
Silicon","
None","
eV",1,0,1
"First, we employ a new theoretical formalism using a spatially dependent effective mass (SPDEM), as detailed in Ref. 30 and formulated in Refs. 55 and 56. The important feature here is the introduction of an inverse characteristic length scale: c2 ¼ 2D2, where D is the QD diameter in nanometres.","The important feature here is the introduction of an inverse characteristic length scale: c2 ¼ 2D2, where D is the QD diameter in nanometres.",110/10.1063/1.4918549,"
Semiconductor","
None","
eV",1,0,1
"The parameters “a,” “b,” and “c” were determined from PL measurements on MBE Ge QDs.43 Reference 57 noted that these QDs experience strong exciton localization and thus there is no Stokes shift between the absorption and the emission spectrum. According to the theory of QC, localization in position space breaks the mo- mentum selection rules and thus phonon coupling is not required for indirect gap materials.5 In Refs.","According to the theory of QC, localization in position space breaks the mo- mentum selection rules and thus phonon coupling is not required for indirect gap materials.5 In Refs.",110/10.1063/1.4918549,"
Ge","
None","
eV",1,0,1
"Therefore, when we use Eqs. (4) and (5) with Eqs.",(4) and (5) with Eqs.,110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"(4) and (5) in the SPDEM-~lðDÞ and EMA-lðDÞ (see Ref. 43) models to determine the relationship between the interface potential and EM. For all QD samples, the term ð1 þ ðaD2 þ bD þ cÞ1Þ in Eqs.","For all QD samples, the term ð1 þ ðaD2 þ bD þ cÞ1Þ in Eqs.",110/10.1063/1.4918549,"
Silicon","
None","
eV",1,0,1
"After annealing, GeOx will phase separate into Ge QDs and GeO2 mediated by Ge diffusion, as represented in the bottom part of Fig. 3. As in the case of sputter QDs, it is possible that O undergoes diffusion as well.","As in the case of sputter QDs, it is possible that O undergoes diffusion as well.",110/10.1063/1.4918549,"
GeOx","
None","
eV",1,0,1
"8 and 9, respectively. r is modelled via the relation r ¼ B	 h h  EG D ð Þ  2; (6) FIG.",r is modelled via the relation r ¼ B	 h h  EG D ð Þ  2; (6) FIG.,110/10.1063/1.4918549,"
Silicon","
8","
eV",1,1,1
r is modelled via the relation r ¼ B	 h h  EG D ð Þ  2; (6) FIG. 1. XPS measurement of the Ge 3 d peak from the as-deposited Ge-rich layer (SiGeO) formed by sputtering.,1. XPS measurement of the Ge 3 d peak from the as-deposited Ge-rich layer (SiGeO) formed by sputtering.,110/10.1063/1.4918549,"
Ge","
None","
eV",1,0,1
"Schematic representation of the ideal random mixture model. The top ﬁgure depicts the as deposited Ge-rich layer, where Ge QDs are seen before annealing.","The top ﬁgure depicts the as deposited Ge-rich layer, where Ge QDs are seen before annealing.",110/10.1063/1.4918549,"
Ge","
None","
eV",1,0,1
"The top ﬁgure depicts the as deposited Ge-rich layer, where Ge QDs are seen before annealing. Ge QDs are surrounded by a sub-oxide shell and pure GeO2.",Ge QDs are surrounded by a sub-oxide shell and pure GeO2.,110/10.1063/1.4918549,"
GeO2","
None","
None",1,0,0
"Ge QDs are surrounded by a sub-oxide shell and pure GeO2. After annealing, the Ge QD diameter increases as stoichiometric GeO2 forms and the GeOx layer thickness decreases.","After annealing, the Ge QD diameter increases as stoichiometric GeO2 forms and the GeOx layer thickness decreases.",110/10.1063/1.4918549,"
GeO2","
None","
eV",1,0,1
Molecular structures were gener- ated using VESTA (Ref. 62) and represent only a cross section of the QD structure. 154304-4 Barbagiovanni et al. J. Appl.,154304-4 Barbagiovanni et al. J. Appl.,110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"III, we mentioned that the SPDEM- ~lðDÞ and EMA-lðDÞ models agree with each other. The pa- rameters a, b, and c in Eqs.","The pa- rameters a, b, and c in Eqs.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
It is difﬁcult to make a full comparison between the sputter and the PECVD FIG. 4. Tauc plot of the absorption cross section with corresponding linear ﬁt for sputtered Ge QDs from Ref. 9.,4. Tauc plot of the absorption cross section with corresponding linear ﬁt for sputtered Ge QDs from Ref. 9.,110/10.1063/1.4918549,"
Ge","
None","
None",1,0,0
The ﬁtted interface energy from Eq. (2) is labelled in the plot. FIG. 5. Tauc plot of the absorption cross section with corresponding linear ﬁt for PECVD Ge QDs from Ref. 8.,5. Tauc plot of the absorption cross section with corresponding linear ﬁt for PECVD Ge QDs from Ref. 8.,110/10.1063/1.4918549,"
Ge","
None","
eV",1,0,1
"Sputter 2 nm 2.5 nm 3 nm 4 nm hei eEMA 0.528 0.597 0.583 0.499 0.552 eSPDEM (nm1) 0.173 0.195 0.191 0.163 0.181 Vfit o;e ¼ 0.92 eV Vfit o;h ¼ 2.80 eV PECVD 3.5 nm 4.4 nm 8.4 nm hei eEMA 0.203 0.268 0.288 0.253 eSPDEM (nm1) 0.072 0.095 0.102 0.090 Vfit o;e ¼ 1.09 eV Vfit o;h ¼ 3.28 eV MBE eEMA 0.378 eSPDEM (nm1) 0.059 Vo;e ¼ 0:20 eV Vo;h ¼ 0:66 eV 154304-5 Barbagiovanni et al. J. Appl. Phys. 117, 154304 (2015) [This article is copyrighted as indicated in the article.","Phys. 117, 154304 (2015) [This article is copyrighted as indicated in the article.",110/10.1063/1.4918549,"
None","
None","
eV",0,0,1
V. DISCUSSIONS A closer examination of the results shown in Table I in the context of our models allows us to understand the nature of the conﬁnement mechanism. As mentioned in Sec.,As mentioned in Sec.,110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"In Fig. 8, we plot ~lðDÞ=lo and lðDÞ=lo from Eqs. (4) and (5), respectively, where the role of eSPDEM can be seen.","(4) and (5), respectively, where the role of eSPDEM can be seen.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"(4) and (5), respectively, where the role of eSPDEM can be seen. Below diameters of around 16 and 11 nm, the MBE and PECVD ~lðDÞ=lo curves are less than 1 indicating that ~lðDÞ increases EGðDÞ below these dimensions.","Below diameters of around 16 and 11 nm, the MBE and PECVD ~lðDÞ=lo curves are less than 1 indicating that ~lðDÞ increases EGðDÞ below these dimensions.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"154304-6 Barbagiovanni et al. J. Appl. Phys. 117, 154304 (2015) [This article is copyrighted as indicated in the article.","Phys. 117, 154304 (2015) [This article is copyrighted as indicated in the article.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"Therefore, the sputter ðeSPDEMÞ1 value of 5.53 nm indicates that the SPDEM mechanism is suppressed in these samples. The different behaviour found for the sputter samples is a consequence of their interface quality (Secs. III A and IV).",The different behaviour found for the sputter samples is a consequence of their interface quality (Secs. III A and IV).,110/10.1063/1.4918549,"
Silicon","
5.53 nm","
Nanometers (nm)",1,1,1
"The lower inter- face potential does not create a strong conﬁnement condition for the charge carriers, see Fig. 7. Additionally, the sub- oxide interface states promote de-localization of the wave- function in real space.12 The values obtained for ðeSDPEMÞ1 also agree with the results of Fig. 6.","Additionally, the sub- oxide interface states promote de-localization of the wave- function in real space.12 The values obtained for ðeSDPEMÞ1 also agree with the results of Fig. 6.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"While in the PECVD and sputter samples, the onset of QC is suppressed from the expected Bohr radius value. Therefore, the PECVD and sputter samples experience the effects of QC over a smaller diameter range compared to MBE, and thus their EG shift is not as great.","Therefore, the PECVD and sputter samples experience the effects of QC over a smaller diameter range compared to MBE, and thus their EG shift is not as great.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"In a previous work on Ge QDs buried in a-Si,43we found that above  6.2 nm, the EG  D1, due to a modiﬁcation in the EM, while below 4.6nm, the EG  D2, due to pure QC effects. These pa- rameters come from the term ð1 þ ðaD2 þ bD þ cÞ1Þ in Eqs.",These pa- rameters come from the term ð1 þ ðaD2 þ bD þ cÞ1Þ in Eqs.,110/10.1063/1.4918549,"
Silicon (Si)","
6.2 nm","
Nanometers (nm)",1,1,1
"The bulk EG is represented by the straight dashed line. At 16, 11, and 5 nm, the MBE, PECVD, and sputter samples, respectively, experience a change in the EM and hence EG, according to the SPDEM model.","At 16, 11, and 5 nm, the MBE, PECVD, and sputter samples, respectively, experience a change in the EM and hence EG, according to the SPDEM model.",110/10.1063/1.4918549,"
Semiconductor","
5","
eV",1,1,1
"At 16, 11, and 5 nm, the MBE, PECVD, and sputter samples, respectively, experience a change in the EM and hence EG, according to the SPDEM model. The change in energy due to SPDEM is represented by the solid curved line in the three regions for the respec- tive samples (not drawn to scale).",The change in energy due to SPDEM is represented by the solid curved line in the three regions for the respec- tive samples (not drawn to scale).,110/10.1063/1.4918549,"
Silicon","
None","
eV",1,0,1
The change in energy due to SPDEM is represented by the solid curved line in Fig. 9 for the three samples (not drawn to scale). The MBE sample’s value is in agreement with the Bohr radius for Ge and indicates when the charge carriers ﬁrst “feel” the conﬁnement potential.,The MBE sample’s value is in agreement with the Bohr radius for Ge and indicates when the charge carriers ﬁrst “feel” the conﬁnement potential.,110/10.1063/1.4918549,"
Ge","
None","
eV",1,0,1
"The MBE sample’s value is in agreement with the Bohr radius for Ge and indicates when the charge carriers ﬁrst “feel” the conﬁnement potential. In the case of PECVD and sputter samples, this value is suppressed due to the O states at the interface, which cause the wave-function to leak into the matrix and thus lowers the conﬁnement energy, as described above.","In the case of PECVD and sputter samples, this value is suppressed due to the O states at the interface, which cause the wave-function to leak into the matrix and thus lowers the conﬁnement energy, as described above.",110/10.1063/1.4918549,"
Ge","
4.3 eV","
eV",1,1,1
"In the case of PECVD and sputter samples, this value is suppressed due to the O states at the interface, which cause the wave-function to leak into the matrix and thus lowers the conﬁnement energy, as described above. The PECVD case has a higher value than the sputter case due to the higher conﬁnement potential and thus experience a larger change in EG, due to an increased reduction in the EM.","The PECVD case has a higher value than the sputter case due to the higher conﬁnement potential and thus experience a larger change in EG, due to an increased reduction in the EM.",110/10.1063/1.4918549,"
Silicon (Si)","
None","
Electronvolts (eV)",1,0,1
"We found that when the interface potential was large there exists a strong reduction in the EM. This condition was clearly demonstrated when comparing PECVD and sputter samples, where the PECVD case has a larger interface potential.","This condition was clearly demonstrated when comparing PECVD and sputter samples, where the PECVD case has a larger interface potential.",110/10.1063/1.4918549,"
Silicon","
None","
None",1,0,0
"E.G.B. and S.M. acknowledge PLAST_ICs (PON02_00355_3416798). 1S. K. Ray, S. Maikap, W. Banerjee, and S. Das, J. Phys. D: Appl.","1S. K. Ray, S. Maikap, W. Banerjee, and S. Das, J. Phys. D: Appl.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"Phys. 85, 961 (2013). 4K. S. Min, K. V. Shcheglov, C. M. Yang, H. A. Atwater, M. L. Brongersma, and A. Polman, Appl. Phys.","4K. S. Min, K. V. Shcheglov, C. M. Yang, H. A. Atwater, M. L. Brongersma, and A. Polman, Appl. Phys.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"Lett. 69, 2033 (1996). 5E. G. Barbagiovanni, D. J. Lockwood, P. J. Simpson, and L. V. Goncharova, Appl. Phys.","5E. G. Barbagiovanni, D. J. Lockwood, P. J. Simpson, and L. V. Goncharova, Appl. Phys.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"6E. G. Barbagiovanni, D. J. Lockwood, P. J. Simpson, and L. V. Goncharova, J. Appl. Phys. 111, 034307 (2012).","Phys. 111, 034307 (2012).",110/10.1063/1.4918549,"
None","
None","
eV",0,0,1
"8S. Cosentino, E. Sungur Ozen, R. Raciti, A. M. Mio, G. Nicotra, F. Simone, I. Crupi, R. Turan, A. Terrasi, A. Aydinli, and S. Mirabella, J. Appl. Phys. 115, 043103 (2014). 9S.","Phys. 115, 043103 (2014). 9S.",110/10.1063/1.4918549,"
Silicon","
None","
eV",1,0,1
"Phys. 115, 043103 (2014). 9S. Cosentino, E. G. Barbagiovanni, M. Miritello, G. Nicotra, I. Crupi, D. Paciﬁci, S. Mirabella, and A. Terrasi, Sol. Energy Mater. Sol.","Cosentino, E. G. Barbagiovanni, M. Miritello, G. Nicotra, I. Crupi, D. Paciﬁci, S. Mirabella, and A. Terrasi, Sol. Energy Mater. Sol.",110/10.1063/1.4918549,"
Silicon","
None","
eV",1,0,1
"10A. Dusko, A. L. Saraiva, and B. Koiller, Phys. Rev. B 89, 205307 (2014).","Rev. B 89, 205307 (2014).",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"Rev. B 89, 205307 (2014). 11R. Guerra and S. Ossicini, Phys.","11R. Guerra and S. Ossicini, Phys.",110/10.1063/1.4918549,"
Silicon","
None","
eV",1,0,1
"14S. R€uhle, A. Y. Anderson, H.-N. Barad, B. Kupfer, Y. Bouhadana, E. Rosh-Hodesh, and A. Zaban, J. Phys. Chem. Lett. 3, 3755 (2012). 15K. Dohnalova, T. Gregorkiewicz, and K. K˚usova, J. Phys. Condens.","15K. Dohnalova, T. Gregorkiewicz, and K. K˚usova, J. Phys. Condens.",110/10.1063/1.4918549,"
Silicon","
None","
eV",1,0,1
"20L. Bagolini, A. Mattoni, G. Fugallo, L. Colombo, E. Poliani, S. Sanguinetti, and E. Grilli, Phys. Rev. Lett. 104, 176803 (2010). 21M. T. Lusk, R. T. Collins, Z. Nourbakhsh, and H. Akbarzadeh, Phys.","21M. T. Lusk, R. T. Collins, Z. Nourbakhsh, and H. Akbarzadeh, Phys.",110/10.1063/1.4918549,"
Silicon","
None","
eV",1,0,1
"21M. T. Lusk, R. T. Collins, Z. Nourbakhsh, and H. Akbarzadeh, Phys. Rev. B 89, 075433 (2014). 22G. Bastard, Phys.","Rev. B 89, 075433 (2014). 22G. Bastard, Phys.",110/10.1063/1.4918549,"
None","
None","
Electronvolts (eV)",0,0,1
"Semimetals 46, 39 (1997). 154304-8 Barbagiovanni et al. J. Appl.",154304-8 Barbagiovanni et al. J. Appl.,110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"154304-8 Barbagiovanni et al. J. Appl. Phys. 117, 154304 (2015) [This article is copyrighted as indicated in the article.","Phys. 117, 154304 (2015) [This article is copyrighted as indicated in the article.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"30E. G. Barbagiovanni and R. N. C. Filho, Physica E 63, 14 (2014). 31D. J. Lockwood, Z. H. Lu, and J. M. Baribeau, Phys. Rev. Lett. 76, 539 (1996).","31D. J. Lockwood, Z. H. Lu, and J. M. Baribeau, Phys. Rev. Lett. 76, 539 (1996).",110/10.1063/1.4918549,"
None","
None","
eV",0,0,1
"Rev. B 86, 075312 (2012). 34E. G. Barbagiovanni, L. V. Goncharova, and P. J. Simpson, Phys.","34E. G. Barbagiovanni, L. V. Goncharova, and P. J. Simpson, Phys.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"34E. G. Barbagiovanni, L. V. Goncharova, and P. J. Simpson, Phys. Rev. B 83, 035112 (2011).","Rev. B 83, 035112 (2011).",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"35R. Guerra, F. Cigarini, and S. Ossicini, J. Appl. Phys. 113, 143505 (2013).","Phys. 113, 143505 (2013).",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"36D. K€onig, J. Rudd, M. Green, and G. Conibeer, Phys. Rev. B 78, 035339 (2008).","Rev. B 78, 035339 (2008).",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"37H. C. Weissker, J. Furthmuller, and F. Bechstedt, Phys. Rev. B 65, 155327 (2002).","Rev. B 65, 155327 (2002).",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
"Rev. B 65, 155327 (2002). 38P. Broqvist, J. F. Binder, and A. Pasquarello, Appl. Phys.","38P. Broqvist, J. F. Binder, and A. Pasquarello, Appl. Phys.",110/10.1063/1.4918549,"
None","
None","
None",0,0,0
