passage,sentence,doi,material,value,unit,material_valid,value_valid,unit_valid
"We see two features in the difference between LDA and QSGW in −Im[K+−(q = 0, ω)] shown in Fig. 2(a). One is that the width of the peak around 2 eV in QSGW is wider than that in LDA.",One is that the width of the peak around 2 eV in QSGW is wider than that in LDA.,134/10.1103/PhysRevB.100.054419,None,"None (Note: The text mentions a peak ""around 2 eV"", which does not necessarily imply a band gap value, so adhering to the instruction for band gap specifically)

Alternatively, if interpreting broadly for any energy value:
2",eV,0,0,1
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,None,0.7,eV,0,1,1
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,None,0.8,eV,0,1,1
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,None,0.3,eV,0,1,1
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,,None,None,0,0,0
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,"*Note:* ""None"" in the **Material** column indicates that the material name is not specified in the provided text. If you'd like to infer that these values belong to the same material (though unnamed), I can provide an alternative representation:",None,None,0,0,0
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,,None,None,0,0,0
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,**Material**,**Value**,**Unit**,0,1,1
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,---,---,---,0,1,1
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,**Unnamed**,0.7,eV,0,1,1
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,**Unnamed**,0.8,eV,0,1,1
"Peaks at 0.7 eV and 0.8 eV in LDA and QSGW are the Stoner gaps, corresponding to the difference of peaks between majority and minority spins in DOS shown in the inset. Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].","Ex given in LDA and QSGW are about two times larger than 0.3 eV, which is the value obtained by ARPES at the L3 point [39].",134/10.1103/PhysRevB.100.054419,**Unnamed**,0.3,eV,0,1,1
"In these plots, two branches appear because of two atoms per primitive cell. The LF traces peaks of our Im[R+−(q, ω)] very well especially along -A-K-H-A. Around M, the black lines are slightly lower than the peak of Im[R+−(q, ω)] seen at ∼800 meV.","The LF traces peaks of our Im[R+−(q, ω)] very well especially along -A-K-H-A. Around M, the black lines are slightly lower than the peak of Im[R+−(q, ω)] seen at ∼800 meV.",134/10.1103/PhysRevB.100.054419,None,"None 

(Note: While a value in meV is mentioned, it's described as a ""peak"" and not explicitly stated as the **band gap**)","None (or alternatively: meV, with the caveat that it's not explicitly confirmed as the band gap unit) 

**Revised answer to adhere to the format:**
meV",0,0,0
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,None,∼2.8,eV,0,1,1
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,None,∼2.2,eV,0,1,1
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,,None,None,0,0,0
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,"*Note:* Since the text does not explicitly mention a material, but rather mentions computational methods (LDA and QSGW), ""Material"" is listed as ""None"". If we were to interpret LDA/QSGW as categories instead, an alternative representation could be:",None,None,0,0,0
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,,None,None,0,0,0
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,**Material**,**Value**,**Unit**,0,1,1
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,---,---,---,0,1,1
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,LDA,∼2.2,eV,0,1,1
"Figure 8(a) shows −Im[K+−(q = 0, ω)] in LDA and QSGW. In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.","In its inset, Ex is ∼2.8 eV in QSGW while ∼2.2 eV in LDA.",134/10.1103/PhysRevB.100.054419,QSGW,∼2.8,eV,0,1,1
"The calculated lattice parameters and other material properties of SnO2 are in good agreement with previous experimental and theoreti- cal studies (Table I). The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I).","The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I).",117/10.1063/5.0198885,SnO2 (LDA),0.749,eV,0,1,1
"The calculated lattice parameters and other material properties of SnO2 are in good agreement with previous experimental and theoreti- cal studies (Table I). The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I).","The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I).",117/10.1063/5.0198885,SnO2 (G0W0),3.182,eV,0,1,1
"The calculated lattice parameters and other material properties of SnO2 are in good agreement with previous experimental and theoreti- cal studies (Table I). The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I).","The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I).",117/10.1063/5.0198885,SnO2 (Experiment),None,None,0,0,0
"The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I). The G0W0 bandgap is still lower than the experimen- tal value of 3.59 eV,31 but it is the curvature of the bands that affects the calculation of transport properties.","The G0W0 bandgap is still lower than the experimen- tal value of 3.59 eV,31 but it is the curvature of the bands that affects the calculation of transport properties.",117/10.1063/5.0198885,None (Implied: same material for all),0.749,eV,0,1,1
"The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I). The G0W0 bandgap is still lower than the experimen- tal value of 3.59 eV,31 but it is the curvature of the bands that affects the calculation of transport properties.","The G0W0 bandgap is still lower than the experimen- tal value of 3.59 eV,31 but it is the curvature of the bands that affects the calculation of transport properties.",117/10.1063/5.0198885,None (Implied: same material as above),3.182,eV,0,1,1
"The phonons and electron–phonon matrix ele- ments were calculated using DFPT.23 The phonon dispersion and frequencies at the C point are shown in Fig. S2 and Table SI.24,25 To improve the description of the band structure, we used the G0W0 method within BerkeleyGW26,27 to calculate quasiparticle cor- rections to energies of the electronic states.28–30 The quasiparticle cor- rections improve the severely underestimated LDA bandgap (0.749eV) to a value of 3.182 eV that is in better agreement with exper- iment (Table I). The G0W0 bandgap is still lower than the experimen- tal value of 3.59 eV,31 but it is the curvature of the bands that affects the calculation of transport properties.","The G0W0 bandgap is still lower than the experimen- tal value of 3.59 eV,31 but it is the curvature of the bands that affects the calculation of transport properties.",117/10.1063/5.0198885,None (Implied: same material as above),3.59,eV,0,1,1
 denotes values from quasiparticle G0W0 calculations. a ( ˚A) c ( ˚A) u Eg (eV) m ?,a ( ˚A) c ( ˚A) u Eg (eV) m ?,117/10.1063/5.0198885,None,None,eV,0,0,1
"183(6), 1269–1289 (2012). 28B.-C. Shih, Y. Xue, P. Zhang, M. L. Cohen, and S. G. Louie, “Quasiparticle band gap of ZnO: High accuracy from the conventional G0W0 approach,” Phys. Rev. Lett.","28B.-C. Shih, Y. Xue, P. Zhang, M. L. Cohen, and S. G. Louie, “Quasiparticle band gap of ZnO: High accuracy from the conventional G0W0 approach,” Phys. Rev. Lett.",117/10.1063/5.0198885,ZnO,None,None,1,0,0
"3(4), 043022 (2021). 46K. Bushick, K. A. Mengle, S. Chae, and E. Kioupakis, “Electron and hole mobil- ity of rutile GeO2 from first principles: An ultrawide-bandgap semiconductor for power electronics,” Appl. Phys.","46K. Bushick, K. A. Mengle, S. Chae, and E. Kioupakis, “Electron and hole mobil- ity of rutile GeO2 from first principles: An ultrawide-bandgap semiconductor for power electronics,” Appl. Phys.",117/10.1063/5.0198885,Rutile GeO2,None,None,1,0,0
"P [0.4912 ( 2π a ), 0.5000 ( 2π a ), 0.4912 ( 2π a )] and Q [0.4722 ( 2π a ), 0.5000 ( 2π a ), 0.4722 ( 2π a )] are two points near the crossing point on the R–X line. high-symmetry lines, we note that there is a tiny gap (∼10 meV) between two sixfold degeneracies at R. Then, we want to know the corresponding IRs of two sixfold degeneracies and how they are going to evolve under strains.","high-symmetry lines, we note that there is a tiny gap (∼10 meV) between two sixfold degeneracies at R. Then, we want to know the corresponding IRs of two sixfold degeneracies and how they are going to evolve under strains.",65/10.1016/j.cpc.2020.107760,None,10,meV,0,1,1
"NEEL, CNRS, F-38042 Grenoble, France 3INAC, CEA, F-38054 Grenoble, France (Received 20 December 2013; accepted 27 February 2014; published online 11 March 2014) We perform correlated studies of individual GaN nanowires in scanning electron microscopy combined to low temperature cathodoluminescence, microphotoluminescence, and scanning transmission electron microscopy. We show that some nanowires exhibit well localized regions emitting light at the energy of a stacking fault bound exciton (3.42 eV) and are able to observe the presence of a single stacking fault in these regions.",We show that some nanowires exhibit well localized regions emitting light at the energy of a stacking fault bound exciton (3.42 eV) and are able to observe the presence of a single stacking fault in these regions.,106/10.1063/1.4868131,GaN,"None 

*Note: The text mentions an energy value related to a stacking fault bound exciton, but not explicitly a band gap value.",eV,1,0,1
The spec- trum #3 is representative of the emission from the whole length and is similar to the ensemble PL measurements on the as-grown sample. One observes a peak at 3.48 eV that corre- sponds to the emission from neutral donor bound exciton (D0X) and a peak at 3.28 eV with its phonon replica at lower energy that is attributed to donor-acceptor pairs (DAPs).,One observes a peak at 3.48 eV that corre- sponds to the emission from neutral donor bound exciton (D0X) and a peak at 3.28 eV with its phonon replica at lower energy that is attributed to donor-acceptor pairs (DAPs).,106/10.1063/1.4868131,None,None,eV,0,0,1
"One observes a peak at 3.48 eV that corre- sponds to the emission from neutral donor bound exciton (D0X) and a peak at 3.28 eV with its phonon replica at lower energy that is attributed to donor-acceptor pairs (DAPs). Spectra #2 and #3 show that the bright spots are associated to an extra emission peak at 3.42 eV attributed to the emission from stacking fault bound excitons (SFX).16,24,25 CL observa- tions allow us to locate well isolated NWs with SFX emission that are further studied by microphotoluminescence.","Spectra #2 and #3 show that the bright spots are associated to an extra emission peak at 3.42 eV attributed to the emission from stacking fault bound excitons (SFX).16,24,25 CL observa- tions allow us to locate well isolated NWs with SFX emission that are further studied by microphotoluminescence.",106/10.1063/1.4868131,None,None,eV,0,0,1
"Spectra #2 and #3 show that the bright spots are associated to an extra emission peak at 3.42 eV attributed to the emission from stacking fault bound excitons (SFX).16,24,25 CL observa- tions allow us to locate well isolated NWs with SFX emission that are further studied by microphotoluminescence. lPL spectra are similar to Fig. 1(c) with a magnitude of the 3.42 eV peak slightly smaller or comparable to the D0X one.",lPL spectra are similar to Fig. 1(c) with a magnitude of the 3.42 eV peak slightly smaller or comparable to the D0X one.,106/10.1063/1.4868131,None,"None 

*Note: The text mentions an ""emission peak"" at 3.42 eV, but not explicitly the **band gap**. If you'd like the emission peak value instead:
3.42 (appears twice)","None 

*Note: The unit ""eV"" is mentioned, but it's associated with an ""emission peak"", not explicitly the **band gap**. If you'd like the unit for the emission peak instead:
eV",0,0,0
"The linewidth of the D0X peak varies signiﬁcantly from one NW to the other between 2 and 20 meV, whereas the 3.42 eV peak linewidth is always in the 10–20 meV range. The larger linewidth of the 3.42 eV peak has been reported before26 and is still of unknown origin.",The larger linewidth of the 3.42 eV peak has been reported before26 and is still of unknown origin.,106/10.1063/1.4868131,"None 
(Note: ""NW"" is mentioned, which likely stands for Nanowire, but the base material of the NW is not specified)","None (Note: 3.42 eV is mentioned but it's a peak value, not explicitly stated as the band gap) 

 Alternative response if you'd like to follow the ""number only"" format strictly:
None","None (since band gap unit isn't explicitly mentioned, only peak values with eV/meV units) 

 Alternative response for strict format adherence:
None",0,0,0
The larger linewidth of the 3.42 eV peak has been reported before26 and is still of unknown origin. Further evidence of the correlation between the emission at 3.42 eV and the presence of a SF is given by joint CL and STEM studies of the same NW on a S2 substrate.,Further evidence of the correlation between the emission at 3.42 eV and the presence of a SF is given by joint CL and STEM studies of the same NW on a S2 substrate.,106/10.1063/1.4868131,None,3.42,eV,0,1,1
A well iso- lated NW is ﬁrst identiﬁed in low-temperature CL (Figs. 2(b)–2(d)). It displays a localized emission at 3.42 eV near one of its tips.,It displays a localized emission at 3.42 eV near one of its tips.,106/10.1063/1.4868131,None,3.42,eV,0,1,1
"The D0X signal is more homogeneous, except for two areas where it is quenched. One of them corresponds to the place where the 3.42 eV emission occurs, and the other one is in the middle of the NW.","One of them corresponds to the place where the 3.42 eV emission occurs, and the other one is in the middle of the NW.",106/10.1063/1.4868131,None,None,eV,0,0,1
stacking) characteristic of a cubic zinc blende phase. Comparison of the CL and STEM data clearly shows that the 3.42 eV emission exhibits an excellent spatial corre- lation with the location of the SF.,Comparison of the CL and STEM data clearly shows that the 3.42 eV emission exhibits an excellent spatial corre- lation with the location of the SF.,106/10.1063/1.4868131,"None 
*since band gap value is not explicitly mentioned, but if looking for material hint:*
(Zinc Blende - which is a phase, often associated with materials like ZnS, GaAs, etc., but not explicitly stated here)","None 
*Note: The text mentions ""emission"" value (3.42), not explicitly stated as a ""band gap"" value, hence the response as per the instruction* 

(If you'd like to know the emission value for context: 3.42)","None 
*since band gap unit is asked, but only emission unit is present in the text*

(For context: eV - but this corresponds to ""emission"", not explicitly ""band gap"")",0,0,0
"A continuous smooth contrast over this region was conﬁrmed by high resolution STEM, as for the rest of the NW (not shown here). The proﬁle of the CL signal along the NW longitudinal axis at 3.42 eV is therefore related to the probability for an exciton to be trapped by a single SF acting as a radiative recombination center.",The proﬁle of the CL signal along the NW longitudinal axis at 3.42 eV is therefore related to the probability for an exciton to be trapped by a single SF acting as a radiative recombination center.,106/10.1063/1.4868131,None,None,eV,0,0,1
1. (a) SEM image of 3 dispersed NWs. (b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2.,(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2.,106/10.1063/1.4868131,None,"None (since it's a range: between 3.40 and 3.50, not a single value)

**Alternatively, if you'd like to highlight the range:**
3.40-3.50",eV,0,0,1
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,None,3.40-3.50,eV,0,1,1
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,None,3.48,eV,0,1,1
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,None,3.42,eV,0,1,1
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,,None,None,0,0,0
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,Note:,None,None,0,0,0
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,"* ""Material"" is listed as ""None"" since the text does not specify the material associated with the band gap values.",None,None,0,0,0
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,"* The range ""3.40-3.50"" is presented as-is from the original text, indicating a spectrum range rather than a single band gap value. If you'd like to exclude ranges and only show specific values, the table would be:",None,None,0,0,0
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,,None,None,0,0,0
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,**Material**,**Value**,**Unit**,0,1,1
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,---,---,---,0,1,1
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,None,3.48,eV,0,1,1
"(b) Corresponding image of the CL signal between 3.40 eV and 3.50 eV. (c) CL spectra at 5 K with a spot ex- citation at points #1 to #3 shown on (b). FIG. 2. Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).","Same NW observed in BF STEM (a), SEM (b), CL at 3.48 eV (c), and 3.42 eV (d).",106/10.1063/1.4868131,None,3.42,eV,0,1,1
"8 and 9, the experimental details of diameter control and determination are discussed along with crystallinity measurements. Both PECVD and sputtered QDs were determined to be in an amorphous state with a bulk gap energy (EGð1Þ) of 0.8 eV. The average diameter in the sputter samples varies from 2 to 4 nm; while in PECVD samples, it varies from 3.5 to 8.4 nm.","Both PECVD and sputtered QDs were determined to be in an amorphous state with a bulk gap energy (EGð1Þ) of 0.8 eV. The average diameter in the sputter samples varies from 2 to 4 nm; while in PECVD samples, it varies from 3.5 to 8.4 nm.",110/10.1063/1.4918549,None,0.8,eV,0,1,1
"A deviation from linearity happens at low rh due to Urbach tail regions. For this reason, the estimation of EG for amorphous materials is usually performed for values of r larger than 2  109 cm2 (for our samples), where a clear linear trend in the Tauc plots appears.47 Furthermore, the EG was calculated from scanning tunneling spectroscopy measurements on Ge QDs to be 1.4 eV.48 This value agrees with our EG determined via the Tauc method for a similar diameter range.","For this reason, the estimation of EG for amorphous materials is usually performed for values of r larger than 2  109 cm2 (for our samples), where a clear linear trend in the Tauc plots appears.47 Furthermore, the EG was calculated from scanning tunneling spectroscopy measurements on Ge QDs to be 1.4 eV.48 This value agrees with our EG determined via the Tauc method for a similar diameter range.",110/10.1063/1.4918549,Ge (QDs),1.4,eV,1,1,1
