original_index,positive_sentences,integrated_sentences,doi
10/294,"The spectroscopy  studies indicate that Bi2Te3 is an indirect narrow-band-gap  (~150 meV) topological insulator with a single Dirac cone  at the Γ̅ point.[6] Bi2Te3 has been known for the highest  thermoelectric figure of merit (ZT) around room  temperature.[10] Superconductivity has also been observed  in Bi2Te3 under high pressures between 3 - 6 GPa with a  superconducting transition temperature of Tc ~ 3 K in the  rhombohedral phase without structural phase transition.[11- 13] Previously, Hor et al.[14] has reported superconductivity at  Tc ~ 5.5 K in PdxBi2Te3 (x = 0.15, 0.3, 0.5, and 1.0)  compounds through ac susceptibility and resistivity  measurements.","This weak binding  force between Te atoms in adjacent QLs account for the easy  cleavage along the ab-plane perpendicular to the c-axis, and  the anisotropic thermal and electronic transport properties  arise from these structural properties. The spectroscopy  studies indicate that Bi2Te3 is an indirect narrow-band-gap  (~150 meV) topological insulator with a single Dirac cone  at the Γ̅ point.[6] Bi2Te3 has been known for the highest  thermoelectric figure of merit (ZT) around room  temperature.[10] Superconductivity has also been observed  in Bi2Te3 under high pressures between 3 - 6 GPa with a  superconducting transition temperature of Tc ~ 3 K in the  rhombohedral phase without structural phase transition.[11- 13] Previously, Hor et al.[14] has reported superconductivity at  Tc ~ 5.5 K in PdxBi2Te3 (x = 0.15, 0.3, 0.5, and 1.0)  compounds through ac susceptibility and resistivity  measurements.",139/10.1103/PhysRevB.105.115120
14/294,These measurements are quite useful  in understanding the electron dynamics and electronic bandstructure and may give useful information about the  topological surface states.,"Both the above reports  indicated small superconducting volume fraction ~ 1% for  the compound PdBi2Te3, which is likely due to the difficulty  in Pd intercalation into the van der Waals gap between the  QLs.[14] So far, however, the magneto-transport and high- resolution ARPES measurements of Pd doped Bi2Te3 have  not been explored yet. These measurements are quite useful  in understanding the electron dynamics and electronic bandstructure and may give useful information about the  topological surface states.",139/10.1103/PhysRevB.105.115120
18/294,"In this study, we present detailed electronic transport  properties and high-resolution ARPES studies to investigate  the palladium doped bismuth telluride, PdxBi2Te3 single  crystals.","It is,  therefore, worth investigating the Pd doping from the  viewpoint of tailoring the electronic transport, spin-orbit  coupling, and topological surface states of the Bi2Te3. In this study, we present detailed electronic transport  properties and high-resolution ARPES studies to investigate  the palladium doped bismuth telluride, PdxBi2Te3 single  crystals.",139/10.1103/PhysRevB.105.115120
20/294,"The evolution of the  electronic transport and topological surface state properties  upon  Pd  doping  is  discussed  in  the  light  of  magnetoresistance, quantum oscillations, WAL, and the  electronic structure revealed by high-resolution ARPES.","We have observed a large value of the  magnetoresistance,  and ultra-high  mobility at low  temperatures in pristine Bi2Te3. The evolution of the  electronic transport and topological surface state properties  upon  Pd  doping  is  discussed  in  the  light  of  magnetoresistance, quantum oscillations, WAL, and the  electronic structure revealed by high-resolution ARPES.",139/10.1103/PhysRevB.105.115120
21/294,"By  combining the results from ARPES and SdH oscillations  measurements, we discuss the macroscopic magneto- transport properties from the viewpoint of microscopic  electronic band structure.     II.  EXPERIMENTS: Single crystals of PdxBi2Te3 (x = 0, 0.05, 0.10, 0.15, 0.20)  were grown using the flux method in two steps.","The evolution of the  electronic transport and topological surface state properties  upon  Pd  doping  is  discussed  in  the  light  of  magnetoresistance, quantum oscillations, WAL, and the  electronic structure revealed by high-resolution ARPES. By  combining the results from ARPES and SdH oscillations  measurements, we discuss the macroscopic magneto- transport properties from the viewpoint of microscopic  electronic band structure.     II.  EXPERIMENTS: Single crystals of PdxBi2Te3 (x = 0, 0.05, 0.10, 0.15, 0.20)  were grown using the flux method in two steps.",139/10.1103/PhysRevB.105.115120
44/294,"Theoretical studies by Black-Schaffer et al. on the role of  subsurface impurities and vacancies in the 3D TIs suggestedthat bulk impurities can give rise to gapless bulk  conductivity and may mask the surface transport  properties.[25] Therefore, we measured ρxx(T) on the four  different pieces of the crystal for each composition (See Fig. S3 [16]).","The high value of  RRR for Bi2Te3 is further reflected in the narrow linewidth  in high-resolution ARPES spectra which is among the best  for the 3D TIs[6,18-24] It has been reported that Bi2Te3  show distinct resistivity behavior with varying value of RRR  for different pieces of the crystal even if they are taken from  the same batch grown in the same ampoule.[8] The  electronic properties of these compounds strongly depend  on the internal defects and inhomogeneity in the material. Theoretical studies by Black-Schaffer et al. on the role of  subsurface impurities and vacancies in the 3D TIs suggestedthat bulk impurities can give rise to gapless bulk  conductivity and may mask the surface transport  properties.[25] Therefore, we measured ρxx(T) on the four  different pieces of the crystal for each composition (See Fig. S3 [16]).",139/10.1103/PhysRevB.105.115120
66/294,"realized in semimetals, where electron and hole pockets  coexist at the Fermi level.[31] A large value of MR and high  mobility have been a feature of semimetals such as Bismuth,  graphene, zero-gap semiconductors silver chalcogenides  (Ag2+Se, Ag2+Te), Dirac and Weyl materials, and Heusler  compounds.[31-36] The linear band dispersion as revealed  by ARPES may results in high mobility, possibly due to high  Fermi velocity of massless particles.[37] Moreover, a large  non-saturating MR is expected in such systems.","Generally, high  MR values are    Figure 2: Magnetic field dependence of magnetoresistance (MR)  at T = 1.8 K (a), and temperature dependence of MR at 8 T (b) for  PdxBi2Te3 (x = 0 - 0.20). realized in semimetals, where electron and hole pockets  coexist at the Fermi level.[31] A large value of MR and high  mobility have been a feature of semimetals such as Bismuth,  graphene, zero-gap semiconductors silver chalcogenides  (Ag2+Se, Ag2+Te), Dirac and Weyl materials, and Heusler  compounds.[31-36] The linear band dispersion as revealed  by ARPES may results in high mobility, possibly due to high  Fermi velocity of massless particles.[37] Moreover, a large  non-saturating MR is expected in such systems.",139/10.1103/PhysRevB.105.115120
122/294,(b)-(f) The ARPES image plots of PdxBi2Te3 showing  the rigid-band-like shift on Pd doping.,"The ARPES spectra were  measured along the green line, i.e., along the Γ̅ −𝑀̅ high symmetry line in the SBZ. (b)-(f) The ARPES image plots of PdxBi2Te3 showing  the rigid-band-like shift on Pd doping.",139/10.1103/PhysRevB.105.115120
128/294,One can see the Dirac cone like TSSs  crossing the Fermi level as well as signals from the bulk  valence bands projections.,The EDC peaks at the Dirac point can be  fitted by a single Lorentzian function suggesting the gapless  TSS for PdxBi2Te3 (0   x  0.20) samples in agreement with  non-zero Berry phase. One can see the Dirac cone like TSSs  crossing the Fermi level as well as signals from the bulk  valence bands projections.,139/10.1103/PhysRevB.105.115120
130/294,It is clearly seen from Figs. 5 (b)-5(f) that the initial addition  of Pd into the crystal leads to hole doping of the entire  electronic structure and both the TSSs and bulk derived  valence states are shifted toward higher energy in a rigid- band-like manner.,"In the case of pristine Bi2Te3,  there exist electron like conduction bands inside the TSSs  for the upper part of the Dirac cone.[6,7] In this study,  pristine Bi2Te3 is apparently n-type because the Fermi level  intersects with the bulk conduction band (Fig. S7 [16]), the  electron-like conduction band is compatible with the  negative Hall coefficient in the bulk. It is clearly seen from Figs. 5 (b)-5(f) that the initial addition  of Pd into the crystal leads to hole doping of the entire  electronic structure and both the TSSs and bulk derived  valence states are shifted toward higher energy in a rigid- band-like manner.",139/10.1103/PhysRevB.105.115120
133/294,"It should be noted  that the topological surface state of x = 0.05 is well-isolated  from the bulk band at EF, and the electric transport is  governed by the surface state.","Note that bulk valence bands cross  the Fermi level for the x  0.1 samples, in agreement with  the positive Hall coefficient in the bulk. It should be noted  that the topological surface state of x = 0.05 is well-isolated  from the bulk band at EF, and the electric transport is  governed by the surface state.",139/10.1103/PhysRevB.105.115120
135/294,"Note that other doped topological insulator AxBi2Se3 (Sr,  Nb, Cu) are reported to show downward shift of Dirac point  with increase in dopant concentration.[47-50] The position  and time dependent ARPES results on x = 0.10 and x = 0.20  are presented in supplemental information (See Fig. S8 and  S9 [16]).","On the other hand, for higher  compositions, the bulk valence bands go across EF,  indicating that the contribution of the surface states might  be masked by the bulk carriers in the transport properties. Note that other doped topological insulator AxBi2Se3 (Sr,  Nb, Cu) are reported to show downward shift of Dirac point  with increase in dopant concentration.[47-50] The position  and time dependent ARPES results on x = 0.10 and x = 0.20  are presented in supplemental information (See Fig. S8 and  S9 [16]).",139/10.1103/PhysRevB.105.115120
142/294,The saturation of the doping level of  the TSSs above x = 0.1 where the valence band maximum  (VBM) starts to cross the Fermi level.,"The initial Pd doping leads  to a rapid reduction of carrier density of the TSS up to a  value of x = 0.1, after that the TSS density remains  essentially unchanged. The saturation of the doping level of  the TSSs above x = 0.1 where the valence band maximum  (VBM) starts to cross the Fermi level.",139/10.1103/PhysRevB.105.115120
143/294,One can expect a  significant contribution from the bulk valence band for x   0.1 sample.,The saturation of the doping level of  the TSSs above x = 0.1 where the valence band maximum  (VBM) starts to cross the Fermi level. One can expect a  significant contribution from the bulk valence band for x   0.1 sample.,139/10.1103/PhysRevB.105.115120
146/294,"We have also evaluated the linewidth Г = (∆𝐸) = ( 𝜕𝐸 𝜕𝑘) × (𝛿𝑘)  and relaxation time 𝜏= ћ Г  using the  MDC width δk, which is a Lorentzian linewidth in the Voigt  function (Gaussian line width represents the instrumental  resolution).[51-53] It should be noted that ARPES linewidth  at EF is sensitive to the lattice defects, and the observed  linewidth for all our compositions are among the narrowest  for the reported doped topological insulators.[6,18-24]  Table II represents the parameters obtained for the TSSs  only. Figure 6.","The Fermi velocity (𝑣𝐹) and effective mass (𝑚∗) were  determined by using the formula 𝑣𝐹= 1 ℏ( 𝜕𝐸 𝜕𝑘) 𝑘=𝑘𝐹 and 𝑚∗= ℏ𝑘𝐹 𝑣𝐹 , respectively. We have also evaluated the linewidth Г = (∆𝐸) = ( 𝜕𝐸 𝜕𝑘) × (𝛿𝑘)  and relaxation time 𝜏= ћ Г  using the  MDC width δk, which is a Lorentzian linewidth in the Voigt  function (Gaussian line width represents the instrumental  resolution).[51-53] It should be noted that ARPES linewidth  at EF is sensitive to the lattice defects, and the observed  linewidth for all our compositions are among the narrowest  for the reported doped topological insulators.[6,18-24]  Table II represents the parameters obtained for the TSSs  only. Figure 6.",139/10.1103/PhysRevB.105.115120
154/294,The  reduction in the 𝑘𝐹 value obtained from magneto-transport  is likely due to the band bending induced by the Schottky  barrier leading to the shifting of the Fermi level towards the  Dirac point.,"The Fermi wavenumber  obtained from the SdH oscillation are almost identical for x  = 0.05 and 0.10 samples, 𝑘𝐹~ 1 106 cm-1, and the values  are smaller by a factor of 1/7 (x = 0.05) and 1/4 (x = 0.10) in  comparison to that obtained from ARPES results. The  reduction in the 𝑘𝐹 value obtained from magneto-transport  is likely due to the band bending induced by the Schottky  barrier leading to the shifting of the Fermi level towards the  Dirac point.",139/10.1103/PhysRevB.105.115120
155/294,"We assume the band bending is saturated if the  valence band crosses the Fermi level as shown in Fig. 5.  Based on the observed Fermi surfaces by ARPES, one can  clearly see that the Fermi surface area for the Pd doped  samples are reasonably approximated by 𝐴𝐹 = 𝜋𝑘𝐹 2.","The  reduction in the 𝑘𝐹 value obtained from magneto-transport  is likely due to the band bending induced by the Schottky  barrier leading to the shifting of the Fermi level towards the  Dirac point. We assume the band bending is saturated if the  valence band crosses the Fermi level as shown in Fig. 5.  Based on the observed Fermi surfaces by ARPES, one can  clearly see that the Fermi surface area for the Pd doped  samples are reasonably approximated by 𝐴𝐹 = 𝜋𝑘𝐹 2.",139/10.1103/PhysRevB.105.115120
160/294,"As the Berry phase is closer to  π, we assume that the parameters obtained by the SdH  oscillation mainly derive from the TSSs, while the carrier  density is likely reduced due to the band bending.","Furthermore, we should note that the  mean-free-path, l = 𝑣𝐹τ = 13-15 nm, obtained from SdH  oscillation are close to the values, l = 1/δk = 𝑣𝐹τ = 17 - 50  nm, evaluated from ARPES. As the Berry phase is closer to  π, we assume that the parameters obtained by the SdH  oscillation mainly derive from the TSSs, while the carrier  density is likely reduced due to the band bending.",139/10.1103/PhysRevB.105.115120
163/294,"The Schottky  barrier induces the band bending at the interface, which  modifies the energy position of the Dirac point location in  the near surface region.[18,54] Therefore, the Fermi wave  number may be modified in the SdH oscillation  measurements, and hence the surface carrier density.","While the TSSs on the surface is directly  (d)observed by ARPES, the metal-semiconductor contacts are  inevitable for the transport measurements. The Schottky  barrier induces the band bending at the interface, which  modifies the energy position of the Dirac point location in  the near surface region.[18,54] Therefore, the Fermi wave  number may be modified in the SdH oscillation  measurements, and hence the surface carrier density.",139/10.1103/PhysRevB.105.115120
172/294,"This is consistent with the ARPES results, in which both  Dirac cone and bulk derived valence states are pushed  towards the Fermi level upon Pd addition.","Hall measurement  shows the crossover from n-type charge carriers in undoped  Bi2Te3 to p-type charge carriers upon Pd doping in the bulk. This is consistent with the ARPES results, in which both  Dirac cone and bulk derived valence states are pushed  towards the Fermi level upon Pd addition.",139/10.1103/PhysRevB.105.115120
270/294,Figure S7 shows Fermi surface of Bi2Se3 measured by ARPES.,Figure S6 shows the magnetic field dependence of magnetoresistance (MR%) at different temperatures (1.8 – 300 K) for  the samples presented in main manuscript. Figure S7 shows Fermi surface of Bi2Se3 measured by ARPES.,139/10.1103/PhysRevB.105.115120
271/294,"While the spectral intensity is weak, one can see spectral  intensity of the bulk conduction band around the Γ̅ point.","Figure S7 shows Fermi surface of Bi2Se3 measured by ARPES. While the spectral intensity is weak, one can see spectral  intensity of the bulk conduction band around the Γ̅ point.",139/10.1103/PhysRevB.105.115120
280/294,"We could reproduce the EDC using single Lorentzian function,  which indicates no gap opening at the Dirac point.","Figure S10 shows fitting results of EDCs at the Γ̅ point. We could reproduce the EDC using single Lorentzian function,  which indicates no gap opening at the Dirac point.",139/10.1103/PhysRevB.105.115120
108/153,Very recent PSD/TPD work [4] has shown that irradiation with above-band-gap photons not only desorbs O2 (through hole capture) but also disso- ciates O2 through an electron-mediated process.,"We have varied the O2 expo- sure in our measurements as well, but we did not ob- serve any new features or any signiﬁcant diﬀerences in adatom creation. Very recent PSD/TPD work [4] has shown that irradiation with above-band-gap photons not only desorbs O2 (through hole capture) but also disso- ciates O2 through an electron-mediated process.",178/10.1103/PhysRevLett.105.216101
15/204,"For example, phonons with considerably large wave vector are required for optical absorption and emission from the indirect band gap in few-layer and bulk TMDCs.","Many of their physical processes relevant for new applications [9, 10], such as carrier and exciton dynamics [6, 11, 12], decay of so-called valley polarization [13–15] (the selective pop- ulation of one of the two inequivalent K points in the Brillouin zone [16]), electron-phonon coupling in super- conducting states [17, 18], and relaxation of spins [19], crucially depend on phonons. For example, phonons with considerably large wave vector are required for optical absorption and emission from the indirect band gap in few-layer and bulk TMDCs.",168/10.1103/PhysRevB.99.144309
105/204,"The understanding and engineering of scattering pro- cesses involving phonons, such as in electron transport or optical transitions involving the indirect band gap or the two K valleys, will in future be based on the knowl- edge of the phonon dispersion relation.","Therefore, the results can be immediately transferred to the monolayer form of MoS2 and the vast family of re- lated 2D materials, in particular isostructural TMDCs. The understanding and engineering of scattering pro- cesses involving phonons, such as in electron transport or optical transitions involving the indirect band gap or the two K valleys, will in future be based on the knowl- edge of the phonon dispersion relation.",168/10.1103/PhysRevB.99.144309
120/204,"∗Electronic address: ht07@physik.tu-berlin.de † Electronic address: janina.maultzsch@fau.de [1] Mak, K. F., Lee, C., Hone, J., Shan, J. & Heinz, T. F. Atomically thin MoS2: A new direct-gap semiconductor. Phys. Rev. Lett. 105, 136805 (2010).","A more detailed description of the experimental and theoretical methods can be found in the supplementary material. ∗Electronic address: ht07@physik.tu-berlin.de † Electronic address: janina.maultzsch@fau.de [1] Mak, K. F., Lee, C., Hone, J., Shan, J. & Heinz, T. F. Atomically thin MoS2: A new direct-gap semiconductor. Phys. Rev. Lett. 105, 136805 (2010).",168/10.1103/PhysRevB.99.144309
128/204,"[6] Selig, M. et al. Excitonic linewidth and coherence lifetime in monolayer transition metal dichalcogenides.","Nature Materials 7, 13279 (2015). [6] Selig, M. et al. Excitonic linewidth and coherence lifetime in monolayer transition metal dichalcogenides.",168/10.1103/PhysRevB.99.144309
197/204,"[45] Gillen, R. & Maultzsch, J. Light-matter interactions in two-dimensional transition metal dichalcogenides: Dom- inant excitonic transitions in mono- and few-layer MoX2 and band nesting. IEEE J. Sel. Top. Quantum Electron. 23, 219–230 (2017).","Comm. 226, 39–54 (2018). [45] Gillen, R. & Maultzsch, J. Light-matter interactions in two-dimensional transition metal dichalcogenides: Dom- inant excitonic transitions in mono- and few-layer MoX2 and band nesting. IEEE J. Sel. Top. Quantum Electron. 23, 219–230 (2017).",168/10.1103/PhysRevB.99.144309
0/229,"1  Electron mobility of SnO2 from first principles  Amanda Wang1,a, Kyle Bushick1, Nick Pant1,2, Woncheol Lee3, Xiao Zhang1, Joshua Leveillee4,5,  Feliciano Giustino4,5, Samuel Poncé6,7, Emmanouil Kioupakis1  1 Department of Materials Science and Engineering, University of Michigan, Ann Arbor, Michigan 48109,  USA  2 Applied Physics Program, University of Michigan, Ann Arbor, Michigan 48109, USA  3 Department of Electrical and Computer Engineering, University of Michigan, Ann Arbor, Michigan 48109,  USA  4 Oden Institute for Computational Engineering and Sciences, The University of Texas at Austin, Austin, Texas  78712, USA  5 Department of Physics, The University of Texas at Austin, Austin, Texas 78712, USA  6 European Theoretical Spectroscopy Facility, Institute of Condensed Matter and Nanosciences, Université  catholique de Louvain, Chemin des Étoiles 8, B-1348 Louvain-la-Neuve, Belgium  7 WEL Research Institute, Avenue Pasteur, 6, 1300 Wavre, Belgium  a Corresponding author: amandw@umich.edu The transparent conducting oxide SnO2 is a wide bandgap semiconductor that is easily n-type  doped and widely used in various electronic and optoelectronic applications.","1  Electron mobility of SnO2 from first principles  Amanda Wang1,a, Kyle Bushick1, Nick Pant1,2, Woncheol Lee3, Xiao Zhang1, Joshua Leveillee4,5,  Feliciano Giustino4,5, Samuel Poncé6,7, Emmanouil Kioupakis1  1 Department of Materials Science and Engineering, University of Michigan, Ann Arbor, Michigan 48109,  USA  2 Applied Physics Program, University of Michigan, Ann Arbor, Michigan 48109, USA  3 Department of Electrical and Computer Engineering, University of Michigan, Ann Arbor, Michigan 48109,  USA  4 Oden Institute for Computational Engineering and Sciences, The University of Texas at Austin, Austin, Texas  78712, USA  5 Department of Physics, The University of Texas at Austin, Austin, Texas 78712, USA  6 European Theoretical Spectroscopy Facility, Institute of Condensed Matter and Nanosciences, Université  catholique de Louvain, Chemin des Étoiles 8, B-1348 Louvain-la-Neuve, Belgium  7 WEL Research Institute, Avenue Pasteur, 6, 1300 Wavre, Belgium  a Corresponding author: amandw@umich.edu The transparent conducting oxide SnO2 is a wide bandgap semiconductor that is easily n-type  doped and widely used in various electronic and optoelectronic applications.",117/10.1063/5.0198885
3/229,We include both electron-phonon scattering and  electron-ionized impurity scattering to accurately model scattering in a doped semiconductor.,"In this work, we calculate the electron mobility of SnO2 from first  principles to examine the temperature- and doping-concentration dependence, and to elucidate the  scattering mechanisms that limit transport. We include both electron-phonon scattering and  electron-ionized impurity scattering to accurately model scattering in a doped semiconductor.",117/10.1063/5.0198885
25/229,"PLEASE CITE THIS ARTICLE AS DOI: 10.1063/5.01988853  To improve the description of the band structure, we used the G0W0 method within  BerkeleyGW26,27 to calculate quasiparticle corrections to energies of the electronic states.28–30 The  quasiparticle corrections improve the severely underestimated LDA bandgap (0.749 eV) to a value  of 3.182 eV that is in better agreement with experiment (Table I).","However, the online version of record will be different from this version once it has been copyedited and typeset. PLEASE CITE THIS ARTICLE AS DOI: 10.1063/5.01988853  To improve the description of the band structure, we used the G0W0 method within  BerkeleyGW26,27 to calculate quasiparticle corrections to energies of the electronic states.28–30 The  quasiparticle corrections improve the severely underestimated LDA bandgap (0.749 eV) to a value  of 3.182 eV that is in better agreement with experiment (Table I).",117/10.1063/5.0198885
26/229,"The G0W0 bandgap is still lower  than the experimental value of 3.59 eV,31 but it is the curvature of the bands that affects the  calculation of transport properties.","PLEASE CITE THIS ARTICLE AS DOI: 10.1063/5.01988853  To improve the description of the band structure, we used the G0W0 method within  BerkeleyGW26,27 to calculate quasiparticle corrections to energies of the electronic states.28–30 The  quasiparticle corrections improve the severely underestimated LDA bandgap (0.749 eV) to a value  of 3.182 eV that is in better agreement with experiment (Table I). The G0W0 bandgap is still lower  than the experimental value of 3.59 eV,31 but it is the curvature of the bands that affects the  calculation of transport properties.",117/10.1063/5.0198885
29/229,"(b, c) Conduction band energies  referenced to the conduction band minimum (CBM) along high-symmetry paths X-𝛤-X and Z-𝛤-Z, with the effective masses along  each direction labeled.","The tin atoms are shown in gray and the oxygen atoms in red. (b, c) Conduction band energies  referenced to the conduction band minimum (CBM) along high-symmetry paths X-𝛤-X and Z-𝛤-Z, with the effective masses along  each direction labeled.",117/10.1063/5.0198885
30/229,"Table I Structural, electronic, and optical properties of rutile SnO2, as calculated in this work and  compared to previous theoretical and experimental studies.","(b, c) Conduction band energies  referenced to the conduction band minimum (CBM) along high-symmetry paths X-𝛤-X and Z-𝛤-Z, with the effective masses along  each direction labeled. Table I Structural, electronic, and optical properties of rutile SnO2, as calculated in this work and  compared to previous theoretical and experimental studies.",117/10.1063/5.0198885
32/229,Semicore  pseudopotentials and experimental lattice parameters were used for G0W0 quasiparticle corrections  to the band structure.,The structural parameters were  obtained through a relaxation with the LDA functional and valence pseudopotentials. Semicore  pseudopotentials and experimental lattice parameters were used for G0W0 quasiparticle corrections  to the band structure.,117/10.1063/5.0198885
33/229,* denotes values from quasiparticle G0W0 calculations.,Semicore  pseudopotentials and experimental lattice parameters were used for G0W0 quasiparticle corrections  to the band structure. * denotes values from quasiparticle G0W0 calculations.,117/10.1063/5.0198885
34/229,a (Å)  c (Å)  u  𝑬𝒈 (eV)  m*⊥𝐜    m* ∥𝐜  𝜺𝟎 ⊥  𝜺𝟎 ∥  𝜺∞ ⊥  𝜺∞ ∥ This work   4.788  3.248  0.307  3.182*  0.309*  0.211*  14.73  10.65  5.05  5.31  Previous  theory  4.72732  3.20032  0.30632  3.65*32  0.26*32  0.21*32  1234  7.034  3.734  3.934  Experiment  4.74033  3.19033  0.30633  3.5931  0.29935  0.23435  13.536  9.5836  3.78536  4.17536 We used the EPW code19 to calculate the electron mobility.,* denotes values from quasiparticle G0W0 calculations. a (Å)  c (Å)  u  𝑬𝒈 (eV)  m*⊥𝐜    m* ∥𝐜  𝜺𝟎 ⊥  𝜺𝟎 ∥  𝜺∞ ⊥  𝜺∞ ∥ This work   4.788  3.248  0.307  3.182*  0.309*  0.211*  14.73  10.65  5.05  5.31  Previous  theory  4.72732  3.20032  0.30632  3.65*32  0.26*32  0.21*32  1234  7.034  3.734  3.934  Experiment  4.74033  3.19033  0.30633  3.5931  0.29935  0.23435  13.536  9.5836  3.78536  4.17536 We used the EPW code19 to calculate the electron mobility.,117/10.1063/5.0198885
42/229,"The anisotropy in the mobilities is stronger than in the effective masses  (1.64 compared to 1.46), indicating that, in addition to a directional dependence in the band  curvature, there is also anisotropy in the scattering rates.","This anisotropy reflects the difference in effective masses, where m∗ is heavier in the  perpendicular direction. The anisotropy in the mobilities is stronger than in the effective masses  (1.64 compared to 1.46), indicating that, in addition to a directional dependence in the band  curvature, there is also anisotropy in the scattering rates.",117/10.1063/5.0198885
94/229,"13 uses energy-averaged scattering times that assume parabolic bands and isotropy, while our work  uses the BTE augmented with a magnetic field term, which takes into account the full details of  the band structure and scattering processes.","This discrepancy could be due to the methodology differences for computing the Hall factor. Ref. 13 uses energy-averaged scattering times that assume parabolic bands and isotropy, while our work  uses the BTE augmented with a magnetic field term, which takes into account the full details of  the band structure and scattering processes.",117/10.1063/5.0198885
118/229,"Supplementary Material  See the supplementary material for more details on the calculation parameters and convergence,  the full band structure calculated with the LDA functional and with G0W0, the phonon dispersion  and frequencies, the quadrupole tensor, the highest mode-resolved self-energies, the fitted  mobility parameters, a comparison of mobilities calculated with Matthiessen’s rule, a comparison  of the RTA and BTE mobilities, and the Hall factors.","Our work provides rigorous, first-principles insights into the dominant  scattering mechanisms and the upper bounds to the electron mobility in rutile SnO2 and can guide  the further development of SnO2-based electronic devices. Supplementary Material  See the supplementary material for more details on the calculation parameters and convergence,  the full band structure calculated with the LDA functional and with G0W0, the phonon dispersion  and frequencies, the quadrupole tensor, the highest mode-resolved self-energies, the fitted  mobility parameters, a comparison of mobilities calculated with Matthiessen’s rule, a comparison  of the RTA and BTE mobilities, and the Hall factors.",117/10.1063/5.0198885
134/229,"4 Z. Galazka, “Tin Oxide (SnO2),” in Transparent Semicond.","49(12), 7098–7111 (2020). 4 Z. Galazka, “Tin Oxide (SnO2),” in Transparent Semicond.",117/10.1063/5.0198885
175/229,"26 M.S. Hybertsen, and S.G. Louie, “Electron correlation in semiconductors and insulators: Band  gaps and quasiparticle energies,” Phys.","C Solid State  Phys. 4(15), 2421 (1971). 26 M.S. Hybertsen, and S.G. Louie, “Electron correlation in semiconductors and insulators: Band  gaps and quasiparticle energies,” Phys.",117/10.1063/5.0198885
179/229,"28 B.-C. Shih, Y. Xue, P. Zhang, M.L. Cohen, and S.G. Louie, “Quasiparticle Band Gap of ZnO: High Accuracy from the Conventional G 0 W 0 Approach,” Phys. Rev. Lett.","183(6), 1269– 1289 (2012). 28 B.-C. Shih, Y. Xue, P. Zhang, M.L. Cohen, and S.G. Louie, “Quasiparticle Band Gap of ZnO: High Accuracy from the Conventional G 0 W 0 Approach,” Phys. Rev. Lett.",117/10.1063/5.0198885
192/229,"34 M. Dou, and C. Persson, “Comparative study of rutile and anatase SnO 2 and TiO 2 : Band- edge structures, dielectric functions, and polaron effects,” J. Appl. Phys.","33 P. Villars, and K. Cenzual, “SnO2 rutile-type (SnO2) Crystal Structure: Datasheet from  ‘PAULING FILE Multinaries Edition – 2022’ in SpringerMaterials  (https://materials.springer.com/isp/crystallographic/docs/sd_1300805),” (n.d.). 34 M. Dou, and C. Persson, “Comparative study of rutile and anatase SnO 2 and TiO 2 : Band- edge structures, dielectric functions, and polaron effects,” J. Appl. Phys.",117/10.1063/5.0198885
216/229,"46 K. Bushick, K.A. Mengle, S. Chae, and E. Kioupakis, “Electron and hole mobility of rutile  GeO2 from first principles: An ultrawide-bandgap semiconductor for power electronics,” Appl.  Phys.","45 S. Poncé, F. Macheda, E.R. Margine, N. Marzari, N. Bonini, and F. Giustino, “First-principles  predictions of Hall and drift mobilities in semiconductors,” Phys. Rev. Res. 3(4), 043022 (2021). 46 K. Bushick, K.A. Mengle, S. Chae, and E. Kioupakis, “Electron and hole mobility of rutile  GeO2 from first principles: An ultrawide-bandgap semiconductor for power electronics,” Appl.  Phys.",117/10.1063/5.0198885
4/415,"It is in particular useful to analyze energy bands, their connectivities, and band topology, after the establishment of the theory of topological quantum chemistry.","It also works with spin-orbit coupling (SOC), i.e., for double groups. It is in particular useful to analyze energy bands, their connectivities, and band topology, after the establishment of the theory of topological quantum chemistry.",65/10.1016/j.cpc.2020.107760
9/415,"It is in particular useful to analyze energy bands, their connectivities, and band topology.","Program summary Program title: irvsp Program Files doi: https://doi.org/10.17632/y9ds5nnm2f.1 Licensing provisions: GNU Lesser General Public License, https://www.gnu.org/licenses/ lgpl-3.0.html Distribution format: tar.gz Programming language: Fortran 90/77 Computer: Any architecture with a Fortran 90 complier RAM: 20 MB Nature of problem: Determining irreducible representations for all energy bands and all the k-points in 230 space groups. It is in particular useful to analyze energy bands, their connectivities, and band topology.",65/10.1016/j.cpc.2020.107760
