passage,sentence,doi,material,value,unit,material_valid,value_valid,unit_valid
"The black phosphorene (α-P) exhibit puckered structure [3], whereas blue phosphorene (β-P) possess graphene-like honeycomb structure of phosphorous  atoms [4]. Both α- and β-P are semiconductors with band gap ~1eV and ~2eV, respectively [4, 5].","Both α- and β-P are semiconductors with band gap ~1eV and ~2eV, respectively [4, 5].",14/10.1039/C7CP03960C,α-P (Black Phosphorene),~1,eV,0,1,1
"The black phosphorene (α-P) exhibit puckered structure [3], whereas blue phosphorene (β-P) possess graphene-like honeycomb structure of phosphorous  atoms [4]. Both α- and β-P are semiconductors with band gap ~1eV and ~2eV, respectively [4, 5].","Both α- and β-P are semiconductors with band gap ~1eV and ~2eV, respectively [4, 5].",14/10.1039/C7CP03960C,β-P (Blue Phosphorene),~2,eV,0,1,1
"Note that binding energy is obtained  as EB = |E - (E1 - E2)|/N, where E is the total  energy of the heterostructure,  E1 and E2 are the energies of the isolated individual layers of the  heterostructures and N is the number of atoms in the heterostructure. 3.1 Electronic Structure   α-P displays a direct band gap of 1.12 eV while β-P has an indirect band gap, 2.05 eV (Table 1).","3.1 Electronic Structure   α-P displays a direct band gap of 1.12 eV while β-P has an indirect band gap, 2.05 eV (Table 1).",14/10.1039/C7CP03960C,α-P (direct),1.12,eV,1,1,1
"Note that binding energy is obtained  as EB = |E - (E1 - E2)|/N, where E is the total  energy of the heterostructure,  E1 and E2 are the energies of the isolated individual layers of the  heterostructures and N is the number of atoms in the heterostructure. 3.1 Electronic Structure   α-P displays a direct band gap of 1.12 eV while β-P has an indirect band gap, 2.05 eV (Table 1).","3.1 Electronic Structure   α-P displays a direct band gap of 1.12 eV while β-P has an indirect band gap, 2.05 eV (Table 1).",14/10.1039/C7CP03960C,β-P (indirect),2.05,eV,1,1,1
"3.1 Electronic Structure   α-P displays a direct band gap of 1.12 eV while β-P has an indirect band gap, 2.05 eV (Table 1). H-MoSe2 is a semiconductor with a direct band gap of about 1.13 eV while T-MoSe2, ZT-MoSe2 and  SO-MoSe2 are zero band gap materials.","H-MoSe2 is a semiconductor with a direct band gap of about 1.13 eV while T-MoSe2, ZT-MoSe2 and  SO-MoSe2 are zero band gap materials.",14/10.1039/C7CP03960C,α-P (direct),1.12,eV,1,1,1
"3.1 Electronic Structure   α-P displays a direct band gap of 1.12 eV while β-P has an indirect band gap, 2.05 eV (Table 1). H-MoSe2 is a semiconductor with a direct band gap of about 1.13 eV while T-MoSe2, ZT-MoSe2 and  SO-MoSe2 are zero band gap materials.","H-MoSe2 is a semiconductor with a direct band gap of about 1.13 eV while T-MoSe2, ZT-MoSe2 and  SO-MoSe2 are zero band gap materials.",14/10.1039/C7CP03960C,β-P (indirect),2.05,eV,1,1,1
"3.1 Electronic Structure   α-P displays a direct band gap of 1.12 eV while β-P has an indirect band gap, 2.05 eV (Table 1). H-MoSe2 is a semiconductor with a direct band gap of about 1.13 eV while T-MoSe2, ZT-MoSe2 and  SO-MoSe2 are zero band gap materials.","H-MoSe2 is a semiconductor with a direct band gap of about 1.13 eV while T-MoSe2, ZT-MoSe2 and  SO-MoSe2 are zero band gap materials.",14/10.1039/C7CP03960C,H-MoSe2 (direct),about 1.13,eV,1,1,1
"3.1 Electronic Structure   α-P displays a direct band gap of 1.12 eV while β-P has an indirect band gap, 2.05 eV (Table 1). H-MoSe2 is a semiconductor with a direct band gap of about 1.13 eV while T-MoSe2, ZT-MoSe2 and  SO-MoSe2 are zero band gap materials.","H-MoSe2 is a semiconductor with a direct band gap of about 1.13 eV while T-MoSe2, ZT-MoSe2 and  SO-MoSe2 are zero band gap materials.",14/10.1039/C7CP03960C,"T-MoSe2, ZT-MoSe2, SO-MoSe2",0,eV,0,1,1
"ZT-MoSe2 and SO-MoSe2 have been7    found to exhibit Dirac-cone like feature at the Fermi level which arises due to the 4p orbitals of Se in  ZT-MoSe2 and 4d-orbitals of Mo in case of SO-MoSe2 (Figure S2 of ESI). We found that α-P/H-MoSe2 and β-P/H-MoSe2 are semiconductors with a band gap of 0.7 eV and  1.1 eV, respectively, former exhibit an indirect gap while the later has a direct band gap.","We found that α-P/H-MoSe2 and β-P/H-MoSe2 are semiconductors with a band gap of 0.7 eV and  1.1 eV, respectively, former exhibit an indirect gap while the later has a direct band gap.",14/10.1039/C7CP03960C,α-P/H-MoSe2,0.7,eV,0,1,1
"ZT-MoSe2 and SO-MoSe2 have been7    found to exhibit Dirac-cone like feature at the Fermi level which arises due to the 4p orbitals of Se in  ZT-MoSe2 and 4d-orbitals of Mo in case of SO-MoSe2 (Figure S2 of ESI). We found that α-P/H-MoSe2 and β-P/H-MoSe2 are semiconductors with a band gap of 0.7 eV and  1.1 eV, respectively, former exhibit an indirect gap while the later has a direct band gap.","We found that α-P/H-MoSe2 and β-P/H-MoSe2 are semiconductors with a band gap of 0.7 eV and  1.1 eV, respectively, former exhibit an indirect gap while the later has a direct band gap.",14/10.1039/C7CP03960C,β-P/H-MoSe2,1.1,eV,1,0,1
"ZT-MoSe2 and SO-MoSe2 have been7    found to exhibit Dirac-cone like feature at the Fermi level which arises due to the 4p orbitals of Se in  ZT-MoSe2 and 4d-orbitals of Mo in case of SO-MoSe2 (Figure S2 of ESI). We found that α-P/H-MoSe2 and β-P/H-MoSe2 are semiconductors with a band gap of 0.7 eV and  1.1 eV, respectively, former exhibit an indirect gap while the later has a direct band gap.","We found that α-P/H-MoSe2 and β-P/H-MoSe2 are semiconductors with a band gap of 0.7 eV and  1.1 eV, respectively, former exhibit an indirect gap while the later has a direct band gap.",14/10.1039/C7CP03960C,ZT-MoSe2,None,None,0,0,0
"ZT-MoSe2 and SO-MoSe2 have been7    found to exhibit Dirac-cone like feature at the Fermi level which arises due to the 4p orbitals of Se in  ZT-MoSe2 and 4d-orbitals of Mo in case of SO-MoSe2 (Figure S2 of ESI). We found that α-P/H-MoSe2 and β-P/H-MoSe2 are semiconductors with a band gap of 0.7 eV and  1.1 eV, respectively, former exhibit an indirect gap while the later has a direct band gap.","We found that α-P/H-MoSe2 and β-P/H-MoSe2 are semiconductors with a band gap of 0.7 eV and  1.1 eV, respectively, former exhibit an indirect gap while the later has a direct band gap.",14/10.1039/C7CP03960C,SO-MoSe2,None,None,0,0,0
"In case of β-P / H- MoSe2, the both VBM and CBM are mainly contributed by the 4d-orbitals of Mo (Figure 2). On the  other hand,  rest of the three heterostructures i.e., α-P / ZT-MoSe2, α-P / SO-MoSe2 and β-P / T-MoSe2,  are found to be zero-gap materials (Figure 2).","On the  other hand,  rest of the three heterostructures i.e., α-P / ZT-MoSe2, α-P / SO-MoSe2 and β-P / T-MoSe2,  are found to be zero-gap materials (Figure 2).",14/10.1039/C7CP03960C,"None (since band gap value is not explicitly given for any material, only ""zero-gap"" is mentioned) 

**Alternative interpretation (considering ""zero-gap"" as an implied band gap value):**
α-P / ZT-MoSe2
α-P / SO-MoSe2
β-P / T-MoSe2","0 (for 3 structures), None (for β-P / H- MoSe2) 

**Revised answer as per requested format:**
β-P / H- MoSe2: None
α-P / ZT-MoSe2, α-P / SO-MoSe2, β-P / T-MoSe2: 0",None,0,0,0
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,α-P & β-P,~4,eV,0,1,1
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,α-P & β-P,~6,eV,0,1,1
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,,None,None,0,0,0
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,"*Note: Since both values (~4 eV and ~6 eV) are mentioned for the same interband transition context in both α-P and β-P, they are listed together. If you'd like to see each material listed separately with identical values, I can provide that format as well:",None,None,0,0,0
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,,None,None,0,0,0
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,**Material**,**Value**,**Unit**,0,1,1
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,---,---,---,0,1,1
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,α-P,~4,eV,0,1,1
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,α-P,~6,eV,0,1,1
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,β-P,~4,eV,0,1,1
"Note that, there are multiple interband transitions due to different band numbers and different  brillouin zone directions that might corresponds to a particular structure peak in the imaginary part of  the dielectric function. For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).","For example, α-P and β-P possess two prominent structure peaks one at ~ 4  eV corresponding for lateral polarization and the other at ~ 6 eV due to the vertical polarization which  corresponds to interband transition between the bands separated by ~ 4 eV and ~ 6 eV across the Fermi  level in corresponding electronic structure which falls in the ultraviolet region (3.2 eV to 12 eV).",14/10.1039/C7CP03960C,β-P,~6,eV,0,1,1
"Lattice parameter (a, b), band gap (Eg), in-plane stiffness, Poisson’s ratio, lateral ( 𝜀𝑆 ∥) and vertical ( 𝜀𝑆 ⊥)  components of static dielectric constant (εs) of the given monolayers and heterostructures. Monolayers  Heterostructures  Parameter  H-MoSe2  T-MoSe2  ZT-MoSe2 SO-MoSe2  α-P β-P  α-P /  H-MoSe2  α-P/  ZT-MoSe2  α-P /  SO-MoSe2  β-P/  H-MoSe2  β-P/  T-MoSe2  a, b (Å) 3.4,         5.9  3.4,         6.1  3.38,      6.06  6.80,     6.80  3.41,  4.84  3.41,  3.41  3.41,  24.18  3.41,  24.18  6.83,     14.51  3.41,    3.41  3.41,     3.41  Supercell  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1×5 / 1×4  1×5 / 1×4  2×3 / 1×2 1×1 / 1×1  1×1 / 1×1  Eg (eV)  1.13      (2.26)a  0  0  0  1.12        (1.94)b  2.05        0.67  0  0  1.10  0  In-plane  stiffness  (Cx, Cy)  (N/m)  107.0,  107.2  123.8,  123.7  111.90,  125.21  46.10,  46.10  81.60,  60.42  277.12,  276.48  181.44,  149.96  190.43,  184.23  125.74,   110.78  701.12,  703.04  675.36,  675.20  Poisson’s  ratio  (νx, νy)  0.34,      0.34  0.09,      0.09  0.27,       0.30  0.63,     0.63  0.35,  0.26  0.02,  0.02  0.37,    0.30  0.32,     0.31  0.43,       0.38  0.14,     0.14  0.07,     0.07  𝜺𝑺 ∥  4.6  44.6  24.7 17.4  3.7  3.0  7.6  23.9  19.3  6.5  47.4  𝜺𝑺 ⊥  2.7  2.8  2.8  2.5  2.2  1.8  4.2  4.0  4.1  3.7  4.0  GW-bandgap from aRef. [31], bRef.","Monolayers  Heterostructures  Parameter  H-MoSe2  T-MoSe2  ZT-MoSe2 SO-MoSe2  α-P β-P  α-P /  H-MoSe2  α-P/  ZT-MoSe2  α-P /  SO-MoSe2  β-P/  H-MoSe2  β-P/  T-MoSe2  a, b (Å) 3.4,         5.9  3.4,         6.1  3.38,      6.06  6.80,     6.80  3.41,  4.84  3.41,  3.41  3.41,  24.18  3.41,  24.18  6.83,     14.51  3.41,    3.41  3.41,     3.41  Supercell  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1×5 / 1×4  1×5 / 1×4  2×3 / 1×2 1×1 / 1×1  1×1 / 1×1  Eg (eV)  1.13      (2.26)a  0  0  0  1.12        (1.94)b  2.05        0.67  0  0  1.10  0  In-plane  stiffness  (Cx, Cy)  (N/m)  107.0,  107.2  123.8,  123.7  111.90,  125.21  46.10,  46.10  81.60,  60.42  277.12,  276.48  181.44,  149.96  190.43,  184.23  125.74,   110.78  701.12,  703.04  675.36,  675.20  Poisson’s  ratio  (νx, νy)  0.34,      0.34  0.09,      0.09  0.27,       0.30  0.63,     0.63  0.35,  0.26  0.02,  0.02  0.37,    0.30  0.32,     0.31  0.43,       0.38  0.14,     0.14  0.07,     0.07  𝜺𝑺 ∥  4.6  44.6  24.7 17.4  3.7  3.0  7.6  23.9  19.3  6.5  47.4  𝜺𝑺 ⊥  2.7  2.8  2.8  2.5  2.2  1.8  4.2  4.0  4.1  3.7  4.0  GW-bandgap from aRef. [31], bRef.",14/10.1039/C7CP03960C,H-MoSe2,1.13,eV,0,1,1
"Lattice parameter (a, b), band gap (Eg), in-plane stiffness, Poisson’s ratio, lateral ( 𝜀𝑆 ∥) and vertical ( 𝜀𝑆 ⊥)  components of static dielectric constant (εs) of the given monolayers and heterostructures. Monolayers  Heterostructures  Parameter  H-MoSe2  T-MoSe2  ZT-MoSe2 SO-MoSe2  α-P β-P  α-P /  H-MoSe2  α-P/  ZT-MoSe2  α-P /  SO-MoSe2  β-P/  H-MoSe2  β-P/  T-MoSe2  a, b (Å) 3.4,         5.9  3.4,         6.1  3.38,      6.06  6.80,     6.80  3.41,  4.84  3.41,  3.41  3.41,  24.18  3.41,  24.18  6.83,     14.51  3.41,    3.41  3.41,     3.41  Supercell  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1×5 / 1×4  1×5 / 1×4  2×3 / 1×2 1×1 / 1×1  1×1 / 1×1  Eg (eV)  1.13      (2.26)a  0  0  0  1.12        (1.94)b  2.05        0.67  0  0  1.10  0  In-plane  stiffness  (Cx, Cy)  (N/m)  107.0,  107.2  123.8,  123.7  111.90,  125.21  46.10,  46.10  81.60,  60.42  277.12,  276.48  181.44,  149.96  190.43,  184.23  125.74,   110.78  701.12,  703.04  675.36,  675.20  Poisson’s  ratio  (νx, νy)  0.34,      0.34  0.09,      0.09  0.27,       0.30  0.63,     0.63  0.35,  0.26  0.02,  0.02  0.37,    0.30  0.32,     0.31  0.43,       0.38  0.14,     0.14  0.07,     0.07  𝜺𝑺 ∥  4.6  44.6  24.7 17.4  3.7  3.0  7.6  23.9  19.3  6.5  47.4  𝜺𝑺 ⊥  2.7  2.8  2.8  2.5  2.2  1.8  4.2  4.0  4.1  3.7  4.0  GW-bandgap from aRef. [31], bRef.","Monolayers  Heterostructures  Parameter  H-MoSe2  T-MoSe2  ZT-MoSe2 SO-MoSe2  α-P β-P  α-P /  H-MoSe2  α-P/  ZT-MoSe2  α-P /  SO-MoSe2  β-P/  H-MoSe2  β-P/  T-MoSe2  a, b (Å) 3.4,         5.9  3.4,         6.1  3.38,      6.06  6.80,     6.80  3.41,  4.84  3.41,  3.41  3.41,  24.18  3.41,  24.18  6.83,     14.51  3.41,    3.41  3.41,     3.41  Supercell  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1×5 / 1×4  1×5 / 1×4  2×3 / 1×2 1×1 / 1×1  1×1 / 1×1  Eg (eV)  1.13      (2.26)a  0  0  0  1.12        (1.94)b  2.05        0.67  0  0  1.10  0  In-plane  stiffness  (Cx, Cy)  (N/m)  107.0,  107.2  123.8,  123.7  111.90,  125.21  46.10,  46.10  81.60,  60.42  277.12,  276.48  181.44,  149.96  190.43,  184.23  125.74,   110.78  701.12,  703.04  675.36,  675.20  Poisson’s  ratio  (νx, νy)  0.34,      0.34  0.09,      0.09  0.27,       0.30  0.63,     0.63  0.35,  0.26  0.02,  0.02  0.37,    0.30  0.32,     0.31  0.43,       0.38  0.14,     0.14  0.07,     0.07  𝜺𝑺 ∥  4.6  44.6  24.7 17.4  3.7  3.0  7.6  23.9  19.3  6.5  47.4  𝜺𝑺 ⊥  2.7  2.8  2.8  2.5  2.2  1.8  4.2  4.0  4.1  3.7  4.0  GW-bandgap from aRef. [31], bRef.",14/10.1039/C7CP03960C,H-MoSe2 (GW-bandgap),2.26,eV,0,1,1
"Lattice parameter (a, b), band gap (Eg), in-plane stiffness, Poisson’s ratio, lateral ( 𝜀𝑆 ∥) and vertical ( 𝜀𝑆 ⊥)  components of static dielectric constant (εs) of the given monolayers and heterostructures. Monolayers  Heterostructures  Parameter  H-MoSe2  T-MoSe2  ZT-MoSe2 SO-MoSe2  α-P β-P  α-P /  H-MoSe2  α-P/  ZT-MoSe2  α-P /  SO-MoSe2  β-P/  H-MoSe2  β-P/  T-MoSe2  a, b (Å) 3.4,         5.9  3.4,         6.1  3.38,      6.06  6.80,     6.80  3.41,  4.84  3.41,  3.41  3.41,  24.18  3.41,  24.18  6.83,     14.51  3.41,    3.41  3.41,     3.41  Supercell  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1×5 / 1×4  1×5 / 1×4  2×3 / 1×2 1×1 / 1×1  1×1 / 1×1  Eg (eV)  1.13      (2.26)a  0  0  0  1.12        (1.94)b  2.05        0.67  0  0  1.10  0  In-plane  stiffness  (Cx, Cy)  (N/m)  107.0,  107.2  123.8,  123.7  111.90,  125.21  46.10,  46.10  81.60,  60.42  277.12,  276.48  181.44,  149.96  190.43,  184.23  125.74,   110.78  701.12,  703.04  675.36,  675.20  Poisson’s  ratio  (νx, νy)  0.34,      0.34  0.09,      0.09  0.27,       0.30  0.63,     0.63  0.35,  0.26  0.02,  0.02  0.37,    0.30  0.32,     0.31  0.43,       0.38  0.14,     0.14  0.07,     0.07  𝜺𝑺 ∥  4.6  44.6  24.7 17.4  3.7  3.0  7.6  23.9  19.3  6.5  47.4  𝜺𝑺 ⊥  2.7  2.8  2.8  2.5  2.2  1.8  4.2  4.0  4.1  3.7  4.0  GW-bandgap from aRef. [31], bRef.","Monolayers  Heterostructures  Parameter  H-MoSe2  T-MoSe2  ZT-MoSe2 SO-MoSe2  α-P β-P  α-P /  H-MoSe2  α-P/  ZT-MoSe2  α-P /  SO-MoSe2  β-P/  H-MoSe2  β-P/  T-MoSe2  a, b (Å) 3.4,         5.9  3.4,         6.1  3.38,      6.06  6.80,     6.80  3.41,  4.84  3.41,  3.41  3.41,  24.18  3.41,  24.18  6.83,     14.51  3.41,    3.41  3.41,     3.41  Supercell  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1 x 1  1×5 / 1×4  1×5 / 1×4  2×3 / 1×2 1×1 / 1×1  1×1 / 1×1  Eg (eV)  1.13      (2.26)a  0  0  0  1.12        (1.94)b  2.05        0.67  0  0  1.10  0  In-plane  stiffness  (Cx, Cy)  (N/m)  107.0,  107.2  123.8,  123.7  111.90,  125.21  46.10,  46.10  81.60,  60.42  277.12,  276.48  181.44,  149.96  190.43,  184.23  125.74,   110.78  701.12,  703.04  675.36,  675.20  Poisson’s  ratio  (νx, νy)  0.34,      0.34  0.09,      0.09  0.27,       0.30  0.63,     0.63  0.35,  0.26  0.02,  0.02  0.37,    0.30  0.32,     0.31  0.43,       0.38  0.14,     0.14  0.07,     0.07  𝜺𝑺 ∥  4.6  44.6  24.7 17.4  3.7  3.0  7.6  23.9  19.3  6.5  47.4  𝜺𝑺 ⊥  2.7  2.8  2.8  2.5  2.2  1.8  4.2  4.0  4.1  3.7  4.0  GW-bandgap from aRef. [31], bRef.",14/10.1039/C7CP03960C,T-MoSe2,0,eV,1,0,1
